year,municipality,piped_water_percentage,electricity_lighting_total,population
2011,574,0.974066965,0.85354318,64862.00206
2011,575,0.96334887,0.833189262,165306.576
2011,576,0.967565506,0.849661186,177576.762
2011,577,0.918470035,0.918224174,103092.5821
2011,578,0.839501374,0.896016484,82052.6264
2011,579,0.66713017,0.911214457,127237.9081
2011,580,0.732951718,0.903917197,194907.6281
2011,581,0.884564768,0.915219232,188316.5592
2011,582,0.756740699,0.757031055,156736.012
2011,583,0.817841272,0.874835367,186502.2854
2011,584,0.906160923,0.74662308,35258.03747
2011,585,0.78523864,0.667784062,71924.69162
2011,586,0.928904268,0.852244563,175424.9243
2011,587,0.976468719,0.886283629,122888.6229
2011,588,0.945534185,0.831386199,74336.38435
2011,589,0.989444033,0.903057979,213601.3908
2011,590,0.957068242,0.848593038,47817.8076
2011,591,0.947674027,0.734366682,138078.2193
2011,592,0.981630198,0.908496015,231187.4053
2011,593,0.953226333,0.836191994,140819.5762
2011,594,0.954263126,0.923020648,100547.8824
2011,595,0.778798655,0.96668717,12897.88821
2011,596,0.948133384,0.84304361,65981.11121
2011,597,0.779181206,0.902013084,101690.8053
2011,598,0.94396181,0.780830614,180301.6705
2011,599,0.8124557,0.833178127,3442360.797
2011,660,0.79042633,0.939269744,186947.2975
2011,661,0.885350557,0.922320828,477380.8557
2011,662,0.851034037,0.809863763,549574.6503
2011,663,0.937051566,0.829936355,51048.99842
2011,664,0.937743153,0.780386762,242553.5564
2011,665,0.928295874,0.8994438,107338.5281
2011,666,0.875657896,0.83670197,124217.6039
2011,667,0.901390938,0.736817823,291526.8574
2011,668,0.797477119,0.845409971,168902.4604
2011,669,0.891280469,0.740074832,150713.2728
2011,670,0.916997815,0.819366791,66780.79803
2011,671,0.979499555,0.767433659,60355.09702
2011,672,0.957698472,0.807746057,177642.3149
2011,673,0.975956656,0.885477371,53248.41618
2011,674,0.986642062,0.86112515,105788.6061
2011,675,0.891830467,0.737758637,56701.55692
2011,676,0.97232062,0.760826684,162761.8225
2011,677,0.979560836,0.905282247,398675.6421
2011,678,0.988680297,0.902747042,77794.17952
2011,760,0.978601134,0.828014862,721662.6347
2011,761,0.967410423,0.959821958,95300.54401
2011,762,0.970409939,0.937014416,99520.36876
2011,763,0.958283969,0.874309981,362421.7467
2011,764,0.989914527,0.768699756,149285.8301
2011,765,0.993908536,0.648938218,111767.2154
2011,766,0.973587053,0.896219434,197519.9172
2011,797,0.990378759,0.848181209,3178470.161
2011,798,0.987975627,0.867417562,4434826.97
2011,799,0.992741169,0.926016337,2921487.55
2011,860,0.988717996,0.735529682,186010.2874
2011,861,0.993429413,0.880608742,149377.3381
2011,862,0.995957635,0.751634349,171981.9767
2011,863,0.988624936,0.86159444,83235.08012
2011,864,0.965994739,0.82184997,115661.6105
2011,865,0.935893588,0.743172799,42390.04298
2011,866,0.932438717,0.874168045,294537.7578
2011,867,0.975887023,0.911426617,75451.95727
2011,868,0.882238278,0.640366261,395466.2852
2011,869,0.96685691,0.834566398,229831.4534
2011,870,0.993584705,0.916479727,47216.11287
2011,871,0.995974002,0.848664623,310458.1802
2011,872,0.97234668,0.758689924,249705.3144
2011,873,0.954933408,0.849735249,98387.24553
2011,874,0.967953272,0.822680985,588793.7503
2011,875,0.918114847,0.817636907,67156.48703
2011,876,0.98566294,0.911749345,393030.2753
2011,877,0.995276114,0.878783197,541247.5732
2011,960,0.972559554,0.887353791,244217.1507
2011,961,0.990659167,0.888363411,212701.0566
2011,962,0.99349568,0.949275873,390094.7628
2011,963,0.993946556,0.969931799,150637.3098
2011,964,0.994953179,0.977881885,94857.05582
2011,965,0.995357236,0.933706981,91870.05557
2011,966,0.993890661,0.950233969,618462.0894
2011,967,0.990679444,0.929346989,68358.51581
2011,968,0.985537196,0.88313931,516031.4213
2011,969,0.99404318,0.941911198,162628.681
2011,970,0.985096867,0.939898588,131163.712
2011,973,0.991842801,0.890272053,108320.882
2011,974,0.995346259,0.903739152,628998.9882
2011,976,0.993170118,0.966741702,230350.2674
2011,977,0.957674852,0.896847075,85234.22352
2011,978,0.979895872,0.949001245,115767.1826
2011,979,0.982901495,0.93817327,35639.56732
2011,980,0.975694718,0.910100047,68513.13516
2011,981,0.971299071,0.852503276,66499.98416
2011,982,0.984718604,0.940371932,307681.9439
2011,983,0.984425106,0.887956224,123648.2032
2011,984,0.993671692,0.793680742,249363.2792
2011,985,0.993272106,0.864041442,274357.5005
2011,986,0.994415105,0.92021837,93794.78732
2011,987,0.993244707,0.939878298,335675.9542
