geo,time,gender,age,population_projection
zaf,2028,male,29,551735
zaf,2028,female,30,463199
zaf,2028,male,30,563563
zaf,2028,female,31,462572
zaf,2028,male,31,558389
zaf,2028,female,32,463585
zaf,2028,male,32,542381
zaf,2028,female,33,464229
zaf,2028,male,33,527779
zaf,2028,female,34,464607
zaf,2028,male,34,511154
zaf,2028,female,35,464520
zaf,2028,male,35,499665
zaf,2028,female,36,463570
zaf,2028,male,36,497793
zaf,2028,female,37,461605
zaf,2028,male,37,501189
zaf,2028,female,38,459035
zaf,2028,male,38,501612
zaf,2028,female,39,455963
zaf,2028,male,39,501404
zaf,2028,female,40,450063
zaf,2028,male,40,494538
zaf,2028,female,41,440272
zaf,2028,male,41,477408
zaf,2028,female,42,427555
zaf,2028,male,42,453383
zaf,2028,female,43,414527
zaf,2028,male,43,430203
zaf,2028,female,44,401360
zaf,2028,male,44,407239
zaf,2028,female,45,385689
zaf,2028,male,45,382742
zaf,2028,female,46,366830
zaf,2028,male,46,356922
zaf,2028,female,47,346206
zaf,2028,male,47,330913
zaf,2028,female,48,325696
zaf,2028,male,48,304936
zaf,2028,female,49,304653
zaf,2028,male,49,278098
zaf,2028,female,50,287273
zaf,2028,male,50,258348
zaf,2028,female,51,275755
zaf,2028,male,51,249404
zaf,2028,female,52,268252
zaf,2028,male,52,247607
zaf,2028,female,53,260656
zaf,2028,male,53,245448
zaf,2028,female,54,253720
zaf,2028,male,54,244276
zaf,2028,female,55,247178
zaf,2028,male,55,241955
zaf,2028,female,56,240465
zaf,2028,male,56,236611
zaf,2028,female,57,233858
zaf,2028,male,57,229279
zaf,2028,female,58,227978
zaf,2028,male,58,222923
zaf,2028,female,59,222444
zaf,2028,male,59,217025
zaf,2028,female,60,217799
zaf,2028,male,60,209905
zaf,2028,female,61,214295
zaf,2028,male,61,201041
zaf,2028,female,62,211401
zaf,2028,male,62,190888
zaf,2028,female,63,208424
zaf,2028,male,63,180648
zaf,2028,female,64,205591
zaf,2028,male,64,170352
zaf,2028,female,65,201376
zaf,2028,male,65,159058
zaf,2028,female,66,194972
zaf,2028,male,66,146510
zaf,2028,female,67,187047
zaf,2028,male,67,133259
zaf,2028,female,68,179150
zaf,2028,male,68,120088
zaf,2028,female,69,171075
zaf,2028,male,69,106817
zaf,2028,female,70,162569
zaf,2028,male,70,94756
zaf,2028,female,71,153697
zaf,2028,male,71,84636
zaf,2028,female,72,144558
zaf,2028,male,72,75932
zaf,2028,female,73,135222
zaf,2028,male,73,67422
zaf,2028,female,74,125725
zaf,2028,male,74,59385
zaf,2028,female,75,116361
zaf,2028,male,75,51793
zaf,2028,female,76,107301
zaf,2028,male,76,44516
zaf,2028,female,77,98499
zaf,2028,male,77,37690
zaf,2028,female,78,89804
zaf,2028,male,78,31477
zaf,2028,female,79,81327
zaf,2028,male,79,25736
zaf,2028,female,80,73016
zaf,2028,male,80,21041
zaf,2028,female,81,64854
zaf,2028,male,81,17657
zaf,2028,female,82,56969
zaf,2028,male,82,15258
zaf,2028,female,83,49440
zaf,2028,male,83,13209
zaf,2028,female,84,42195
zaf,2028,male,84,11595
zaf,2028,female,85,35859
zaf,2028,male,85,10162
zaf,2028,female,86,30736
zaf,2028,male,86,8708
zaf,2028,female,87,26541
zaf,2028,male,87,7309
zaf,2028,female,88,22670
zaf,2028,male,88,6249
zaf,2028,female,89,19230
zaf,2028,male,89,5476
zaf,2028,female,90,16103
zaf,2028,male,90,4713
zaf,2028,female,91,13171
zaf,2028,male,91,3854
zaf,2028,female,92,10489
zaf,2028,male,92,2975
zaf,2028,female,93,8199
zaf,2028,male,93,2244
zaf,2028,female,94,6221
zaf,2028,male,94,1609
zaf,2028,female,95,4643
zaf,2028,male,95,1116
zaf,2028,female,96,3508
zaf,2028,male,96,797
zaf,2028,female,97,2718
zaf,2028,male,97,608
zaf,2028,female,98,1854
zaf,2028,male,98,361
zaf,2028,female,99,1215
zaf,2028,male,99,215
zaf,2028,female,100plus,1897
zaf,2028,male,100plus,286
zaf,2029,female,0,487692
zaf,2029,male,0,499451
zaf,2029,female,1,488285
zaf,2029,male,1,500309
zaf,2029,female,2,489713
zaf,2029,male,2,501816
zaf,2029,female,3,491848
zaf,2029,male,3,503876
zaf,2029,female,4,492522
zaf,2029,male,4,503517
zaf,2029,female,5,496925
zaf,2029,male,5,507994
zaf,2029,female,6,501405
zaf,2029,male,6,512414
zaf,2029,female,7,505846
zaf,2029,male,7,516675
zaf,2029,female,8,510131
zaf,2029,male,8,520679
zaf,2029,female,9,514394
zaf,2029,male,9,524657
zaf,2029,female,10,518771
zaf,2029,male,10,528850
zaf,2029,female,11,521890
zaf,2029,male,11,531459
zaf,2029,female,12,523135
zaf,2029,male,12,531702
zaf,2029,female,13,523144
zaf,2029,male,13,530495
zaf,2029,female,14,522792
zaf,2029,male,14,528904
zaf,2029,female,15,521464
zaf,2029,male,15,525959
zaf,2029,female,16,521565
zaf,2029,male,16,525898
zaf,2029,female,17,524240
zaf,2029,male,17,530689
zaf,2029,female,18,528108
zaf,2029,male,18,537971
zaf,2029,female,19,531125
zaf,2029,male,19,544792
zaf,2029,female,20,534272
zaf,2029,male,20,553414
zaf,2029,female,21,533432
zaf,2029,male,21,553965
zaf,2029,female,22,526531
zaf,2029,male,22,541770
zaf,2029,female,23,515752
zaf,2029,male,23,522263
zaf,2029,female,24,505402
zaf,2029,male,24,503899
zaf,2029,female,25,494686
zaf,2029,male,25,483002
zaf,2029,female,26,485357
zaf,2029,male,26,474166
zaf,2029,female,27,478742
zaf,2029,male,27,484873
zaf,2029,female,28,474048
zaf,2029,male,28,507378
zaf,2029,female,29,468865
zaf,2029,male,29,527406
zaf,2029,female,30,463329
zaf,2029,male,30,548952
zaf,2029,female,31,459633
zaf,2029,male,31,560383
zaf,2029,female,32,458518
zaf,2029,male,32,554839
zaf,2029,female,33,459013
zaf,2029,male,33,538475
zaf,2029,female,34,459159
zaf,2029,male,34,523518
zaf,2029,female,35,459062
zaf,2029,male,35,506564
zaf,2029,female,36,458541
zaf,2029,male,36,494704
zaf,2029,female,37,457209
zaf,2029,male,37,492387
zaf,2029,female,38,454925
zaf,2029,male,38,495317
zaf,2029,female,39,452066
zaf,2029,male,39,495310
zaf,2029,female,40,448727
zaf,2029,male,40,494682
zaf,2029,female,41,442706
zaf,2029,male,41,487565
zaf,2029,female,42,432995
zaf,2029,male,42,470433
zaf,2029,female,43,420502
zaf,2029,male,43,446579
zaf,2029,female,44,407716
zaf,2029,male,44,423570
zaf,2029,female,45,394827
zaf,2029,male,45,400795
zaf,2029,female,46,379448
zaf,2029,male,46,376515
zaf,2029,female,47,360862
zaf,2029,male,47,350922
zaf,2029,female,48,340504
zaf,2029,male,48,325141
zaf,2029,female,49,320279
zaf,2029,male,49,299406
zaf,2029,female,50,299533
zaf,2029,male,50,272823
zaf,2029,female,51,282423
zaf,2029,male,51,253241
zaf,2029,female,52,271137
zaf,2029,male,52,244331
zaf,2029,female,53,263827
zaf,2029,male,53,242470
zaf,2029,female,54,256416
zaf,2029,male,54,240249
zaf,2029,female,55,249647
zaf,2029,male,55,239003
zaf,2029,female,56,243227
zaf,2029,male,56,236566
zaf,2029,female,57,236579
zaf,2029,male,57,231068
zaf,2029,female,58,229988
zaf,2029,male,58,223551
zaf,2029,female,59,224106
zaf,2029,male,59,217008
zaf,2029,female,60,218554
zaf,2029,male,60,210927
zaf,2029,female,61,213846
zaf,2029,male,61,203621
zaf,2029,female,62,210231
zaf,2029,male,62,194577
zaf,2029,female,63,207191
zaf,2029,male,63,184259
zaf,2029,female,64,204055
zaf,2029,male,64,173871
zaf,2029,female,65,201057
zaf,2029,male,65,163432
zaf,2029,female,66,196673
zaf,2029,male,66,152100
zaf,2029,female,67,190109
zaf,2029,male,67,139652
zaf,2029,female,68,182033
zaf,2029,male,68,126604
zaf,2029,female,69,173985
zaf,2029,male,69,113654
zaf,2029,female,70,165759
zaf,2029,male,70,100635
zaf,2029,female,71,157134
zaf,2029,male,71,88833
zaf,2029,female,72,148186
zaf,2029,male,72,78955
zaf,2029,female,73,139005
zaf,2029,male,73,70490
zaf,2029,female,74,129643
zaf,2029,male,74,62243
zaf,2029,female,75,120139
zaf,2029,male,75,54475
zaf,2029,female,76,110772
zaf,2029,male,76,47199
zaf,2029,female,77,101704
zaf,2029,male,77,40310
zaf,2029,female,78,92899
zaf,2029,male,78,33909
zaf,2029,female,79,84228
zaf,2029,male,79,28111
zaf,2029,female,80,75790
zaf,2029,male,80,22794
zaf,2029,female,81,67570
zaf,2029,male,81,18448
zaf,2029,female,82,59572
zaf,2029,male,82,15302
zaf,2029,female,83,51901
zaf,2029,male,83,13060
zaf,2029,female,84,44602
zaf,2029,male,84,11172
zaf,2029,female,85,37604
zaf,2029,male,85,9710
zaf,2029,female,86,31532
zaf,2029,male,86,8418
zaf,2029,female,87,26682
zaf,2029,male,87,7100
zaf,2029,female,88,22770
zaf,2029,male,88,5835
zaf,2029,female,89,19193
zaf,2029,male,89,4891
zaf,2029,female,90,16044
zaf,2029,male,90,4217
zaf,2029,female,91,13233
zaf,2029,male,91,3572
zaf,2029,female,92,10645
zaf,2029,male,92,2869
zaf,2029,female,93,8319
zaf,2029,male,93,2165
zaf,2029,female,94,6375
zaf,2029,male,94,1596
zaf,2029,female,95,4744
zaf,2029,male,95,1119
zaf,2029,female,96,3456
zaf,2029,male,96,753
zaf,2029,female,97,2523
zaf,2029,male,97,515
zaf,2029,female,98,1874
zaf,2029,male,98,374
zaf,2029,female,99,1095
zaf,2029,male,99,169
zaf,2029,female,100plus,2188
zaf,2029,male,100plus,329
zaf,2030,female,0,488100
zaf,2030,male,0,500680
zaf,2030,female,1,486871
zaf,2030,male,1,499125
zaf,2030,female,2,486944
zaf,2030,male,2,498904
zaf,2030,female,3,488144
zaf,2030,male,3,499833
zaf,2030,female,4,490298
zaf,2030,male,4,501727
zaf,2030,female,5,493225
zaf,2030,male,5,504404
zaf,2030,female,6,496752
zaf,2030,male,6,507682
zaf,2030,female,7,500702
zaf,2030,male,7,511374
zaf,2030,female,8,504899
zaf,2030,male,8,515300
zaf,2030,female,9,509167
zaf,2030,male,9,519276
zaf,2030,female,10,513642
zaf,2030,male,10,523540
zaf,2030,female,11,518463
zaf,2030,male,11,528336
zaf,2030,female,12,521887
zaf,2030,male,12,531358
zaf,2030,female,13,523111
zaf,2030,male,13,531576
zaf,2030,female,14,522901
zaf,2030,male,14,530078
zaf,2030,female,15,522438
zaf,2030,male,15,528349
zaf,2030,female,16,521034
zaf,2030,male,16,525330
zaf,2030,female,17,521094
zaf,2030,male,17,525218
zaf,2030,female,18,523789
zaf,2030,male,18,530003
zaf,2030,female,19,527705
zaf,2030,male,19,537301
zaf,2030,female,20,530741
zaf,2030,male,20,544116
zaf,2030,female,21,533896
zaf,2030,male,21,552711
zaf,2030,female,22,532996
zaf,2030,male,22,553222
zaf,2030,female,23,525943
zaf,2030,male,23,540970
zaf,2030,female,24,514937
zaf,2030,male,24,521383
zaf,2030,female,25,504347
zaf,2030,male,25,502922
zaf,2030,female,26,493369
zaf,2030,male,26,481917
zaf,2030,female,27,483740
zaf,2030,male,27,472897
zaf,2030,female,28,476792
zaf,2030,male,28,483310
zaf,2030,female,29,471734
zaf,2030,male,29,505448
zaf,2030,female,30,466171
zaf,2030,male,30,525098
zaf,2030,female,31,460251
zaf,2030,male,31,546248
zaf,2030,female,32,456128
zaf,2030,male,32,557285
zaf,2030,female,33,454524
zaf,2030,male,33,551369
zaf,2030,female,34,454500
zaf,2030,male,34,534646
zaf,2030,female,35,454150
zaf,2030,male,35,519333
zaf,2030,female,36,453578
zaf,2030,male,36,502047
zaf,2030,female,37,452620
zaf,2030,male,37,489814
zaf,2030,female,38,450909
zaf,2030,male,38,487054
zaf,2030,female,39,448304
zaf,2030,male,39,489517
zaf,2030,female,40,445157
zaf,2030,male,40,489081
zaf,2030,female,41,441550
zaf,2030,male,41,488032
zaf,2030,female,42,435406
zaf,2030,male,42,480662
zaf,2030,female,43,425776
zaf,2030,male,43,463527
zaf,2030,female,44,413503
zaf,2030,male,44,439841
zaf,2030,female,45,400959
zaf,2030,male,45,416998
zaf,2030,female,46,388347
zaf,2030,male,46,394409
zaf,2030,female,47,373255
zaf,2030,male,47,370343
zaf,2030,female,48,354943
zaf,2030,male,48,344974
zaf,2030,female,49,334846
zaf,2030,male,49,319418
zaf,2030,female,50,314905
zaf,2030,male,50,293919
zaf,2030,female,51,294451
zaf,2030,male,51,267588
zaf,2030,female,52,277611
zaf,2030,male,52,248172
zaf,2030,female,53,266553
zaf,2030,male,53,239293
zaf,2030,female,54,259439
zaf,2030,male,54,237370
zaf,2030,female,55,252209
zaf,2030,male,55,235085
zaf,2030,female,56,245606
zaf,2030,male,56,233764
zaf,2030,female,57,239308
zaf,2030,male,57,231214
zaf,2030,female,58,232723
zaf,2030,male,58,225558
zaf,2030,female,59,226149
zaf,2030,male,59,217856
zaf,2030,female,60,220265
zaf,2030,male,60,211125
zaf,2030,female,61,214691
zaf,2030,male,61,204860
zaf,2030,female,62,209922
zaf,2030,male,62,197369
zaf,2030,female,63,206194
zaf,2030,male,63,188142
zaf,2030,female,64,203007
zaf,2030,male,64,177657
zaf,2030,female,65,199715
zaf,2030,male,65,167119
zaf,2030,female,66,196548
zaf,2030,male,66,156539
zaf,2030,female,67,191996
zaf,2030,male,67,145163
zaf,2030,female,68,185272
zaf,2030,male,68,132816
zaf,2030,female,69,177042
zaf,2030,male,69,119970
zaf,2030,female,70,168843
zaf,2030,male,70,107237
zaf,2030,female,71,160465
zaf,2030,male,71,94469
zaf,2030,female,72,151719
zaf,2030,male,72,82923
zaf,2030,female,73,142695
zaf,2030,male,73,73286
zaf,2030,female,74,133472
zaf,2030,male,74,65059
zaf,2030,female,75,124080
zaf,2030,male,75,57075
zaf,2030,female,76,114569
zaf,2030,male,76,49572
zaf,2030,female,77,105198
zaf,2030,male,77,42614
zaf,2030,female,78,96121
zaf,2030,male,78,36110
zaf,2030,female,79,87312
zaf,2030,male,79,30133
zaf,2030,female,80,78662
zaf,2030,male,80,24751
zaf,2030,female,81,70263
zaf,2030,male,81,19855
zaf,2030,female,82,62134
zaf,2030,male,82,15859
zaf,2030,female,83,54298
zaf,2030,male,83,12948
zaf,2030,female,84,46841
zaf,2030,male,84,10865
zaf,2030,female,85,39769
zaf,2030,male,85,9138
zaf,2030,female,86,33018
zaf,2030,male,86,7827
zaf,2030,female,87,27209
zaf,2030,male,87,6674
zaf,2030,female,88,22632
zaf,2030,male,88,5494
zaf,2030,female,89,19003
zaf,2030,male,89,4362
zaf,2030,female,90,15717
zaf,2030,male,90,3535
zaf,2030,female,91,12862
zaf,2030,male,91,2958
zaf,2030,female,92,10365
zaf,2030,male,92,2432
zaf,2030,female,93,8120
zaf,2030,male,93,1885
zaf,2030,female,94,6150
zaf,2030,male,94,1355
zaf,2030,female,95,4552
zaf,2030,male,95,948
zaf,2030,female,96,3268
zaf,2030,male,96,629
zaf,2030,female,97,2269
zaf,2030,male,97,391
zaf,2030,female,98,1538
zaf,2030,male,98,233
zaf,2030,female,99,1031
zaf,2030,male,99,140
zaf,2030,female,100plus,2395
zaf,2030,male,100plus,355
zaf,2031,female,0,487206
zaf,2031,male,0,500203
zaf,2031,female,1,486887
zaf,2031,male,1,499308
zaf,2031,female,2,486231
zaf,2031,male,2,498345
zaf,2031,female,3,486673
zaf,2031,male,3,498510
zaf,2031,female,4,488076
zaf,2031,male,4,499652
zaf,2031,female,5,490294
zaf,2031,male,5,501619
zaf,2031,female,6,493152
zaf,2031,male,6,504232
zaf,2031,female,7,496473
zaf,2031,male,7,507306
zaf,2031,female,8,500279
zaf,2031,male,8,510853
zaf,2031,female,9,504496
zaf,2031,male,9,514794
zaf,2031,female,10,508880
zaf,2031,male,10,518876
zaf,2031,female,11,513392
zaf,2031,male,11,523171
zaf,2031,female,12,518193
zaf,2031,male,12,527946
zaf,2031,female,13,521620
zaf,2031,male,13,530962
zaf,2031,female,14,522881
zaf,2031,male,14,531202
zaf,2031,female,15,522720
zaf,2031,male,15,529736
zaf,2031,female,16,522282
zaf,2031,male,16,528021
zaf,2031,female,17,520893
zaf,2031,male,17,525011
zaf,2031,female,18,520882
zaf,2031,male,18,524848
zaf,2031,female,19,523380
zaf,2031,male,19,529493
zaf,2031,female,20,527011
zaf,2031,male,20,536591
zaf,2031,female,21,529753
zaf,2031,male,21,543192
zaf,2031,female,22,532593
zaf,2031,male,22,551540
zaf,2031,female,23,531368
zaf,2031,male,23,551832
zaf,2031,female,24,523991
zaf,2031,male,24,539418
zaf,2031,female,25,512660
zaf,2031,male,25,519694
zaf,2031,female,26,501731
zaf,2031,male,26,501071
zaf,2031,female,27,490406
zaf,2031,male,27,479912
zaf,2031,female,28,480422
zaf,2031,male,28,470625
zaf,2031,female,29,473105
zaf,2031,male,29,480602
zaf,2031,female,30,467677
zaf,2031,male,30,502199
zaf,2031,female,31,461757
zaf,2031,male,31,521328
zaf,2031,female,32,455499
zaf,2031,male,32,541946
zaf,2031,female,33,451055
zaf,2031,male,33,552537
zaf,2031,female,34,449153
zaf,2031,male,34,546318
zaf,2031,female,35,448857
zaf,2031,male,35,529392
zaf,2031,female,36,448262
zaf,2031,male,36,513874
zaf,2031,female,37,447460
zaf,2031,male,37,496407
zaf,2031,female,38,446360
zaf,2031,male,38,484002
zaf,2031,female,39,444621
zaf,2031,male,39,481066
zaf,2031,female,40,442074
zaf,2031,male,40,483362
zaf,2031,female,41,439006
zaf,2031,male,41,482795
zaf,2031,female,42,435512
zaf,2031,male,42,481644
zaf,2031,female,43,429487
zaf,2031,male,43,474224
zaf,2031,female,44,419955
zaf,2031,male,44,457103
zaf,2031,female,45,407781
zaf,2031,male,45,433482
zaf,2031,female,46,395355
zaf,2031,male,46,410710
zaf,2031,female,47,382861
zaf,2031,male,47,388179
zaf,2031,female,48,367949
zaf,2031,male,48,364255
zaf,2031,female,49,349906
zaf,2031,male,49,339145
zaf,2031,female,50,330126
zaf,2031,male,50,313907
zaf,2031,female,51,310487
zaf,2031,male,51,288709
zaf,2031,female,52,290339
zaf,2031,male,52,262693
zaf,2031,female,53,273719
zaf,2031,male,53,243427
zaf,2031,female,54,262750
zaf,2031,male,54,234441
zaf,2031,female,55,255631
zaf,2031,male,55,232239
zaf,2031,female,56,248391
zaf,2031,male,56,229692
zaf,2031,female,57,241753
zaf,2031,male,57,228100
zaf,2031,female,58,235407
zaf,2031,male,58,225265
zaf,2031,female,59,228770
zaf,2031,male,59,219331
zaf,2031,female,60,222133
zaf,2031,male,60,211362
zaf,2031,female,61,216163
zaf,2031,male,61,204364
zaf,2031,female,62,210492
zaf,2031,male,62,197839
zaf,2031,female,63,205576
zaf,2031,male,63,190144
zaf,2031,female,64,201633
zaf,2031,male,64,180796
zaf,2031,female,65,198191
zaf,2031,male,65,170263
zaf,2031,female,66,194645
zaf,2031,male,66,159702
zaf,2031,female,67,191220
zaf,2031,male,67,149120
zaf,2031,female,68,186446
zaf,2031,male,68,137845
zaf,2031,female,69,179561
zaf,2031,male,69,125733
zaf,2031,female,70,171217
zaf,2031,male,70,113215
zaf,2031,female,71,162909
zaf,2031,male,71,100836
zaf,2031,female,72,154441
zaf,2031,male,72,88455
zaf,2031,female,73,145619
zaf,2031,male,73,77300
zaf,2031,female,74,136531
zaf,2031,male,74,68032
zaf,2031,female,75,127260
zaf,2031,male,75,60166
zaf,2031,female,76,117852
zaf,2031,male,76,52560
zaf,2031,female,77,108359
zaf,2031,male,77,45438
zaf,2031,female,78,99040
zaf,2031,male,78,38874
zaf,2031,female,79,90055
zaf,2031,male,79,32779
zaf,2031,female,80,81377
zaf,2031,male,80,27212
zaf,2031,female,81,72884
zaf,2031,male,81,22228
zaf,2031,female,82,64654
zaf,2031,male,82,17725
zaf,2031,female,83,56785
zaf,2031,male,83,14061
zaf,2031,female,84,49331
zaf,2031,male,84,11394
zaf,2031,female,85,42336
zaf,2031,male,85,9491
zaf,2031,female,86,35730
zaf,2031,male,86,7934
zaf,2031,female,87,29461
zaf,2031,male,87,6776
zaf,2031,female,88,24098
zaf,2031,male,88,5760
zaf,2031,female,89,19895
zaf,2031,male,89,4712
zaf,2031,female,90,16590
zaf,2031,male,90,3702
zaf,2031,female,91,13631
zaf,2031,male,91,2979
zaf,2031,female,92,11094
zaf,2031,male,92,2486
zaf,2031,female,93,8892
zaf,2031,male,93,2041
zaf,2031,female,94,6917
zaf,2031,male,94,1574
zaf,2031,female,95,5189
zaf,2031,male,95,1120
zaf,2031,female,96,3324
zaf,2031,male,96,607
zaf,2031,female,97,2300
zaf,2031,male,97,374
zaf,2031,female,98,1554
zaf,2031,male,98,222
zaf,2031,female,99,1038
zaf,2031,male,99,133
zaf,2031,female,100plus,2500
zaf,2031,male,100plus,360
zaf,2032,female,0,485573
zaf,2032,male,0,498738
zaf,2032,female,1,483621
zaf,2032,male,1,496170
zaf,2032,female,2,485732
zaf,2032,male,2,497984
zaf,2032,female,3,485646
zaf,2032,male,3,497614
zaf,2032,female,4,486459
zaf,2032,male,4,498164
zaf,2032,female,5,488063
zaf,2032,male,5,499519
zaf,2032,female,6,490348
zaf,2032,male,6,501560
zaf,2032,female,7,493135
zaf,2032,male,7,504108
zaf,2032,female,8,496250
zaf,2032,male,8,506979
zaf,2032,female,9,499915
zaf,2032,male,9,510382
zaf,2032,female,10,504151
zaf,2032,male,10,514337
zaf,2032,female,11,508652
zaf,2032,male,11,518527
zaf,2032,female,12,513199
zaf,2032,male,12,522851
zaf,2032,female,13,517985
zaf,2032,male,13,527607
zaf,2032,female,14,521412
zaf,2032,male,14,530617
zaf,2032,female,15,522712
zaf,2032,male,15,530880
zaf,2032,female,16,522599
zaf,2032,male,16,529445
zaf,2032,female,17,522186
zaf,2032,male,17,527744
zaf,2032,female,18,520812
zaf,2032,male,18,524743
zaf,2032,female,19,520730
zaf,2032,male,19,524528
zaf,2032,female,20,523031
zaf,2032,male,20,529035
zaf,2032,female,21,526378
zaf,2032,male,21,535931
zaf,2032,female,22,528827
zaf,2032,male,22,542320
zaf,2032,female,23,531351
zaf,2032,male,23,550424
zaf,2032,female,24,529800
zaf,2032,male,24,550495
zaf,2032,female,25,522100
zaf,2032,male,25,537919
zaf,2032,female,26,510443
zaf,2032,male,26,518054
zaf,2032,female,27,499173
zaf,2032,male,27,499269
zaf,2032,female,28,487501
zaf,2032,male,28,477954
zaf,2032,female,29,477159
zaf,2032,male,29,468399
zaf,2032,female,30,469474
zaf,2032,male,30,477939
zaf,2032,female,31,463674
zaf,2032,male,31,498999
zaf,2032,female,32,457398
zaf,2032,male,32,517608
zaf,2032,female,33,450801
zaf,2032,male,33,537697
zaf,2032,female,34,446035
zaf,2032,male,34,547843
zaf,2032,female,35,443833
zaf,2032,male,35,541321
zaf,2032,female,36,443268
zaf,2032,male,36,524189
zaf,2032,female,37,442426
zaf,2032,male,37,508466
zaf,2032,female,38,441396
zaf,2032,male,38,490815
zaf,2032,female,39,440152
zaf,2032,male,39,478238
zaf,2032,female,40,438386
zaf,2032,male,40,475124
zaf,2032,female,41,435896
zaf,2032,male,41,477254
zaf,2032,female,42,432906
zaf,2032,male,42,476557
zaf,2032,female,43,429527
zaf,2032,male,43,475303
zaf,2032,female,44,423617
zaf,2032,male,44,467832
zaf,2032,female,45,414185
zaf,2032,male,45,450723
zaf,2032,female,46,402107
zaf,2032,male,46,427168
zaf,2032,female,47,389797
zaf,2032,male,47,404462
zaf,2032,female,48,377420
zaf,2032,male,48,381987
zaf,2032,female,49,362686
zaf,2032,male,49,358202
zaf,2032,female,50,344910
zaf,2032,male,50,333348
zaf,2032,female,51,325445
zaf,2032,male,51,308429
zaf,2032,female,52,306107
zaf,2032,male,52,283528
zaf,2032,female,53,286260
zaf,2032,male,53,257823
zaf,2032,female,54,269861
zaf,2032,male,54,238705
zaf,2032,female,55,258977
zaf,2032,male,55,229613
zaf,2032,female,56,251854
zaf,2032,male,56,227132
zaf,2032,female,57,244601
zaf,2032,male,57,224321
zaf,2032,female,58,237930
zaf,2032,male,58,222458
zaf,2032,female,59,231533
zaf,2032,male,59,219338
zaf,2032,female,60,224844
zaf,2032,male,60,213126
zaf,2032,female,61,218143
zaf,2032,male,61,204890
zaf,2032,female,62,212087
zaf,2032,male,62,197624
zaf,2032,female,63,206318
zaf,2032,male,63,190836
zaf,2032,female,64,201255
zaf,2032,male,64,182939
zaf,2032,female,65,197097
zaf,2032,male,65,173469
zaf,2032,female,66,193398
zaf,2032,male,66,162886
zaf,2032,female,67,189599
zaf,2032,male,67,152301
zaf,2032,female,68,185915
zaf,2032,male,68,141717
zaf,2032,female,69,180917
zaf,2032,male,69,130542
zaf,2032,female,70,173873
zaf,2032,male,70,118661
zaf,2032,female,71,165413
zaf,2032,male,71,106473
zaf,2032,female,72,156996
zaf,2032,male,72,94445
zaf,2032,female,73,148436
zaf,2032,male,73,82450
zaf,2032,female,74,139537
zaf,2032,male,74,71684
zaf,2032,female,75,130383
zaf,2032,male,75,62786
zaf,2032,female,76,121064
zaf,2032,male,76,55279
zaf,2032,female,77,111640
zaf,2032,male,77,48050
zaf,2032,female,78,102162
zaf,2032,male,78,41311
zaf,2032,female,79,92895
zaf,2032,male,79,35138
zaf,2032,female,80,83999
zaf,2032,male,80,29451
zaf,2032,female,81,75454
zaf,2032,male,81,24294
zaf,2032,female,82,67115
zaf,2032,male,82,19708
zaf,2032,female,83,59054
zaf,2032,male,83,15596
zaf,2032,female,84,51443
zaf,2032,male,84,12265
zaf,2032,female,85,44371
zaf,2032,male,85,9842
zaf,2032,female,86,37837
zaf,2032,male,86,8117
zaf,2032,female,87,31696
zaf,2032,male,87,6731
zaf,2032,female,88,25908
zaf,2032,male,88,5725
zaf,2032,female,89,20991
zaf,2032,male,89,4848
zaf,2032,female,90,17161
zaf,2032,male,90,3930
zaf,2032,female,91,14179
zaf,2032,male,91,3043
zaf,2032,female,92,11546
zaf,2032,male,92,2423
zaf,2032,female,93,9328
zaf,2032,male,93,2015
zaf,2032,female,94,7422
zaf,2032,male,94,1650
zaf,2032,female,95,5713
zaf,2032,male,95,1262
zaf,2032,female,96,4230
zaf,2032,male,96,886
zaf,2032,female,97,2439
zaf,2032,male,97,388
zaf,2032,female,98,1662
zaf,2032,male,98,239
zaf,2032,female,99,1098
zaf,2032,male,99,140
zaf,2032,female,100plus,2519
zaf,2032,male,100plus,348
zaf,2033,female,0,483432
zaf,2033,male,0,496588
zaf,2033,female,1,482065
zaf,2033,male,1,494686
zaf,2033,female,2,481672
zaf,2033,male,2,493868
zaf,2033,female,3,484624
zaf,2033,male,3,496697
zaf,2033,female,4,485108
zaf,2033,male,4,496919
zaf,2033,female,5,486292
zaf,2033,male,5,497854
zaf,2033,female,6,488098
zaf,2033,male,6,499423
zaf,2033,female,7,490449
zaf,2033,male,7,501539
zaf,2033,female,8,493166
zaf,2033,male,8,504022
zaf,2033,female,9,496076
zaf,2033,male,9,506688
zaf,2033,female,10,499599
zaf,2033,male,10,509950
zaf,2033,female,11,503855
zaf,2033,male,11,513918
zaf,2033,female,12,508473
zaf,2033,male,12,518215
zaf,2033,female,13,513058
zaf,2033,male,13,522571
zaf,2033,female,14,517826
zaf,2033,male,14,527307
zaf,2033,female,15,521254
zaf,2033,male,15,530313
zaf,2033,female,16,522594
zaf,2033,male,16,530597
zaf,2033,female,17,522529
zaf,2033,male,17,529193
zaf,2033,female,18,522141
zaf,2033,male,18,527506
zaf,2033,female,19,520781
zaf,2033,male,19,524514
zaf,2033,female,20,520629
zaf,2033,male,20,524247
zaf,2033,female,21,522734
zaf,2033,male,21,528615
zaf,2033,female,22,525796
zaf,2033,male,22,535313
zaf,2033,female,23,527951
zaf,2033,male,23,541488
