province_from,municipality_to,population_group,flow
9,382,Coloured,17.2387
9,382,Indian or Asian,0
9,382,White,41.45273
9,382,Other,1.39961
9,383,Black African,238.10589
9,383,Coloured,19.53506
9,383,Indian or Asian,1.39961
9,383,White,79.61728
9,383,Other,7.60776
9,384,Black African,18.80464
9,384,Coloured,1.16418
9,384,Indian or Asian,0
9,384,White,0
9,384,Other,0
9,385,Black African,22.52953
9,385,Coloured,0
9,385,Indian or Asian,0
9,385,White,7.44978
9,385,Other,0
9,386,Black African,53.03345
9,386,Coloured,0
9,386,Indian or Asian,6.68209
9,386,White,44.77999
9,386,Other,0
9,360,Black African,44.80645
9,360,Coloured,2.29636
9,360,Indian or Asian,0
9,360,White,19.46163
9,360,Other,2.14348
9,361,Black African,143.07218
9,361,Coloured,4.62472
9,361,Indian or Asian,1.07174
9,361,White,48.3752
9,361,Other,6.32312
9,362,Black African,161.59434
9,362,Coloured,9.18544
9,362,Indian or Asian,0
9,362,White,68.37687
9,362,Other,6.36613
9,160,Black African,7.54552
9,160,Coloured,18.45003
9,160,Indian or Asian,0
9,160,White,45.34984
9,160,Other,5.77398
9,161,Black African,3
9,161,Coloured,0
9,161,Indian or Asian,0
9,161,White,14.96932
9,161,Other,0
9,162,Black African,24.63491
9,162,Coloured,17.64169
9,162,Indian or Asian,0
9,162,White,35.44162
9,162,Other,0
9,163,Black African,120.24625
9,163,Coloured,44.10796
9,163,Indian or Asian,0
9,163,White,117.85988
9,163,Other,0
9,164,Black African,79.10898
9,164,Coloured,33.90218
9,164,Indian or Asian,0
9,164,White,50.43874
9,164,Other,3.84932
9,165,Black African,91.78382
9,165,Coloured,41.80051
9,165,Indian or Asian,0
9,165,White,20.80683
9,165,Other,6.52591
9,166,Black African,45.70852
9,166,Coloured,26.89728
9,166,Indian or Asian,4.82259
9,166,White,104.93022
9,166,Other,0
9,167,Black African,56.29163
9,167,Coloured,26.93116
9,167,Indian or Asian,1.26615
9,167,White,95.30969
9,167,Other,3.0675
9,168,Black African,903.64883
9,168,Coloured,234.96173
9,168,Indian or Asian,3.42356
9,168,White,263.11576
9,168,Other,11.98432
9,169,Black African,29.31507
9,169,Coloured,58.19041
9,169,Indian or Asian,0
9,169,White,48.71518
9,169,Other,9.2025
9,170,Black African,7.50722
9,170,Coloured,3.54888
9,170,Indian or Asian,0
9,170,White,33.39861
9,170,Other,0
9,171,Black African,38.09747
9,171,Coloured,9.6233
9,171,Indian or Asian,0
9,171,White,9.90822
9,171,Other,0
9,172,Black African,42.65807
9,172,Coloured,2.35745
9,172,Indian or Asian,0
9,172,White,127.85228
9,172,Other,4.60125
9,173,Black African,11.79758
9,173,Coloured,24.35008
9,173,Indian or Asian,0
9,173,White,44.29887
9,173,Other,0
9,174,Black African,0
9,174,Coloured,0
9,174,Indian or Asian,0
9,174,White,4.86204
9,174,Other,0
9,175,Black African,1.23763
9,175,Coloured,8.89244
9,175,Indian or Asian,0
9,175,White,170.64143
9,175,Other,0
9,176,Black African,120.07421
9,176,Coloured,10.60429
9,176,Indian or Asian,1.26615
9,176,White,213.47829
9,176,Other,6.91682
9,177,Black African,125.00108
9,177,Coloured,8.58116
9,177,Indian or Asian,0
9,177,White,196.30038
9,177,Other,12.66091
9,178,Black African,17.28138
9,178,Coloured,8.2685
9,178,Indian or Asian,0
9,178,White,37.54997
9,178,Other,0
9,179,Black African,24.83064
9,179,Coloured,1.17449
9,179,Indian or Asian,0
9,179,White,42.75175
9,179,Other,6.135
9,180,Black African,56.12248
9,180,Coloured,0
9,180,Indian or Asian,0
9,180,White,66.42713
9,180,Other,0
9,181,Black African,13.33647
9,181,Coloured,0
9,181,Indian or Asian,2.5323
9,181,White,3.84932
9,181,Other,0
9,182,Black African,3.84932
9,182,Coloured,0
9,182,Indian or Asian,0
9,182,White,2.38411
9,182,Other,0
9,183,Black African,18.96113
9,183,Coloured,1.18296
9,183,Indian or Asian,0
9,183,White,20.77314
9,183,Other,0
9,199,Black African,1906.4359
9,199,Coloured,266.17534
9,199,Indian or Asian,55.76429
9,199,White,1114.54626
9,199,Other,138.9025
10,261,Black African,13.02518
10,261,Coloured,2.24918
10,261,Indian or Asian,55.98032
10,261,White,56.85696
10,261,Other,48.57918
10,262,Black African,37.60938
10,262,Coloured,0
10,262,Indian or Asian,15.49508
10,262,White,29.61156
10,262,Other,67.98559
10,263,Black African,8.12879
10,263,Coloured,0
10,263,Indian or Asian,3.37377
10,263,White,4.77358
10,263,Other,32.61311
10,264,Black African,372.16696
10,264,Coloured,6.62295
10,264,Indian or Asian,42.92558
10,264,White,229.68104
10,264,Other,138.54638
10,265,Black African,258.93677
10,265,Coloured,1.12459
10,265,Indian or Asian,39.36065
10,265,White,311.23926
10,265,Other,151.73098
10,266,Black African,603.89143
10,266,Coloured,3.37377
10,266,Indian or Asian,2.24918
10,266,White,28.64148
10,266,Other,223.44954
10,267,Black African,19.625
10,267,Coloured,0
10,267,Indian or Asian,2.24918
10,267,White,12.03864
10,267,Other,32.20869
10,268,Black African,436.49918
10,268,Coloured,17.99344
10,268,Indian or Asian,11.2459
10,268,White,353.76408
10,268,Other,281.61021
10,269,Black African,264.83815
10,269,Coloured,1.12459
10,269,Indian or Asian,14.531
10,269,White,45.4537
10,269,Other,246.94387
10,270,Black African,275.0865
10,270,Coloured,0
10,270,Indian or Asian,54.36068
10,270,White,15.44309
10,270,Other,157.66765
10,271,Black African,451.9333
10,271,Coloured,0
10,271,Indian or Asian,56.64947
10,271,White,0
10,271,Other,91.53269
10,272,Black African,22.72072
10,272,Coloured,0
10,272,Indian or Asian,14.61967
10,272,White,45.43989
10,272,Other,11.46895
10,273,Black African,147.60557
10,273,Coloured,1.14297
10,273,Indian or Asian,28.3378
10,273,White,31.59025
10,273,Other,99.18059
10,274,Black African,81.88786
10,274,Coloured,0
10,274,Indian or Asian,15.47428
10,274,White,3.48194
10,274,Other,31.9988
10,276,Black African,334.33356
10,276,Coloured,3.44812
10,276,Indian or Asian,20.98612
10,276,White,31.8823
10,276,Other,122.33901
10,277,Black African,36.53877
10,277,Coloured,0
10,277,Indian or Asian,17.99344
10,277,White,24.724
10,277,Other,55.10491
10,278,Black African,169.67734
10,278,Coloured,1.12459
10,278,Indian or Asian,21.86885
10,278,White,41.37072
10,278,Other,98.92827
10,279,Black African,170.42821
10,279,Coloured,6.74754
10,279,Indian or Asian,16.07842
10,279,White,6.50436
10,279,Other,36.59072
10,280,Black African,93.71241
10,280,Coloured,1.12459
10,280,Indian or Asian,5.62295
10,280,White,7.7024
10,280,Other,47.23278
10,281,Black African,864.82524
10,281,Coloured,7.62295
10,281,Indian or Asian,177.98269
10,281,White,49.09978
10,281,Other,400.48262
10,282,Black African,429.21687
10,282,Coloured,3.59682
10,282,Indian or Asian,61.83377
10,282,White,0
10,282,Other,102.57852
10,283,Black African,331.65932
10,283,Coloured,0
10,283,Indian or Asian,56.86116
10,283,White,4.45112
10,283,Other,127.70552
10,284,Black African,245.23812
10,284,Coloured,0
10,284,Indian or Asian,29.90849
10,284,White,7.39788
10,284,Other,81.66387
10,285,Black African,222.32037
10,285,Coloured,1.19894
10,285,Indian or Asian,34.40685
10,285,White,6.50436
10,285,Other,68.03258
10,286,Black African,795.05436
10,286,Coloured,5.53428
10,286,Indian or Asian,50.14336
10,286,White,11.93033
10,286,Other,129.64451
10,287,Black African,2875.57984
10,287,Coloured,3.37756
10,287,Indian or Asian,99.7971
10,287,White,18.57289
10,287,Other,124.18916
10,288,Black African,256.20994
10,288,Coloured,0
10,288,Indian or Asian,16.74426
10,288,White,10.19388
10,288,Other,88.51987
10,289,Black African,84.31418
10,289,Coloured,2.24918
10,289,Indian or Asian,25.86557
10,289,White,13.76942
10,289,Other,44.9836
10,290,Black African,350.1696
10,290,Coloured,1.19894
10,290,Indian or Asian,64.99181
10,290,White,3.48194
10,290,Other,166.12165
10,291,Black African,57.01242
10,291,Coloured,0
10,291,Indian or Asian,10.62255
10,291,White,3.39788
10,291,Other,30.91753
10,292,Black African,319.91659
10,292,Coloured,2.39788
10,292,Indian or Asian,17.79781
10,292,White,10.36176
10,292,Other,58.26579
10,293,Black African,190.23982
10,293,Coloured,0
10,293,Indian or Asian,63.01019
10,293,White,3.19894
10,293,Other,68.97833
10,294,Black African,1407.01698
10,294,Coloured,8.62295
10,294,Indian or Asian,331.49617
10,294,White,26.11148
10,294,Other,256.31524
10,295,Black African,2533.36873
10,295,Coloured,3.39215
10,295,Indian or Asian,124.41071
10,295,White,8.7024
10,295,Other,77.44843
10,296,Black African,367.18032
10,296,Coloured,0
10,296,Indian or Asian,31.1683
10,296,White,3.08406
10,296,Other,73.39881
10,297,Black African,273.5607
10,297,Coloured,0
10,297,Indian or Asian,27.04169
10,297,White,0
10,297,Other,74.20409
10,298,Black African,57.62709
10,298,Coloured,0
10,298,Indian or Asian,26.47792
10,298,White,0
10,298,Other,34.79698
10,260,Black African,2726.09308
10,260,Coloured,42.73442
10,260,Indian or Asian,218.41764
10,260,White,715.36658
10,260,Other,700.1637
10,299,Black African,5342.0856
10,299,Coloured,157.17132
10,299,Indian or Asian,513.03813
10,299,White,1881.72004
10,299,Other,2470.94088
10,460,Black African,55.22851
10,460,Coloured,5.61468
10,460,Indian or Asian,44.9632
10,460,White,14.70025
10,460,Other,45.06982
10,461,Black African,186.27067
10,461,Coloured,0
10,461,Indian or Asian,63.47753
10,461,White,17.59874
10,461,Other,93.00026
10,462,Black African,304.98367
10,462,Coloured,0
10,462,Indian or Asian,45.54517
10,462,White,12.48823
10,462,Other,23.04714
10,463,Black African,375.46615
10,463,Coloured,3.7745
10,463,Indian or Asian,28.17243
10,463,White,1.34439
10,463,Other,25.12558
10,464,Black African,374.65753
10,464,Coloured,0
10,464,Indian or Asian,92.23263
10,464,White,16.09998
10,464,Other,93.27178
10,465,Black African,45.68197
10,465,Coloured,1.08572
10,465,Indian or Asian,52.72426
10,465,White,12.7822
10,465,Other,36.48508
10,466,Black African,95.15255
10,466,Coloured,0
10,466,Indian or Asian,90.9486
10,466,White,8.7581
10,466,Other,47.33818
10,467,Black African,7757.43621
10,467,Coloured,15.90493
10,467,Indian or Asian,419.74761
10,467,White,173.52229
10,467,Other,289.24288
10,468,Black African,243.91003
10,468,Coloured,2.39308
10,468,Indian or Asian,92.17832
10,468,White,6.60294
10,468,Other,97.20303
10,469,Black African,1527.62484
10,469,Coloured,5.46248
10,469,Indian or Asian,114.65012
10,469,White,67.41577
10,469,Other,67.16012
10,470,Black African,870.62796
10,470,Coloured,2.68878
10,470,Indian or Asian,148.45208
10,470,White,120.16264
10,470,Other,95.50488
10,471,Black African,229.21342
10,471,Coloured,1.19654
10,471,Indian or Asian,60.48338
10,471,White,11.38179
10,471,Other,69.44311
10,472,Black African,1510.19078
10,472,Coloured,10.98676
10,472,Indian or Asian,105.25684
10,472,White,33.7224
10,472,Other,121.92713
10,473,Black African,225.68654
10,473,Coloured,0
10,473,Indian or Asian,74.48812
10,473,White,23.85976
10,473,Other,88.87812
10,474,Black African,882.57427
10,474,Coloured,6.5808
10,474,Indian or Asian,82.5173
10,474,White,117.08315
10,474,Other,114.10978
10,475,Black African,660.3964
10,475,Coloured,6.84086
10,475,Indian or Asian,93.01314
10,475,White,40.25068
10,475,Other,211.82625
10,477,Black African,632.62745
10,477,Coloured,3.40561
10,477,Indian or Asian,152.12725
10,477,White,79.38882
10,477,Other,176.73927
10,478,Black African,1159.71577
10,478,Coloured,12.53453
10,478,Indian or Asian,55.75458
10,478,White,127.29354
10,478,Other,140.12059
10,479,Black African,169.22038
10,479,Coloured,0
10,479,Indian or Asian,64.65787
10,479,White,8.99016
10,479,Other,58.27428
10,499,Black African,10482.91558
10,499,Coloured,80.20436
10,499,Indian or Asian,867.4189
10,499,White,550.13229
10,499,Other,876.37921
10,760,Black African,10844.19406
10,760,Coloured,36.48131
10,760,Indian or Asian,419.19106
10,760,White,409.76431
10,760,Other,1257.74885
10,761,Black African,3500.95634
10,761,Coloured,11.69081
10,761,Indian or Asian,31.60429
10,761,White,274.52098
10,761,Other,107.64406
10,762,Black African,1731.71222
10,762,Coloured,3.88587
10,762,Indian or Asian,147.84817
10,762,White,180.94574
10,762,Other,196.36012
10,763,Black African,12140.83781
10,763,Coloured,58.18567
10,763,Indian or Asian,385.91295
10,763,White,492.83423
10,763,Other,448.2482
10,764,Black African,2928.32971
10,764,Coloured,4.61505
10,764,Indian or Asian,37.64229
10,764,White,74.75993
10,764,Other,288.07009
10,765,Black African,6959.42761
10,765,Coloured,11.40428
10,765,Indian or Asian,66.60249
10,765,White,18.84633
10,765,Other,288.30103
10,766,Black African,7704.21874
10,766,Coloured,18.48286
10,766,Indian or Asian,76.60249
10,766,White,104.34757
10,766,Other,255.6612
10,797,Black African,91965.98328
10,797,Coloured,544.85016
10,797,Indian or Asian,3421.80036
10,797,White,4499.02863
10,797,Other,6595.27605
10,798,Black African,203217.764
10,798,Coloured,1466.94835
10,798,Indian or Asian,10235.27882
10,798,White,13689.43572
10,798,Other,10774.57164
10,799,Black African,78531.44348
10,799,Coloured,617.4903
10,799,Indian or Asian,3467.25102
10,799,White,7087.0804
10,799,Other,6643.56991
10,503,Black African,108.57019
10,503,Coloured,0
10,503,Indian or Asian,7.3095
10,503,White,0
10,503,Other,42.25906
10,504,Black African,102.08796
10,504,Coloured,0
10,504,Indian or Asian,15.97287
10,504,White,7.9589
10,504,Other,46.16148
10,505,Black African,42.60947
10,505,Coloured,0
10,505,Indian or Asian,1.21825
10,505,White,4.17907
10,505,Other,14.52852
10,506,Black African,538.89987
10,506,Coloured,21.93847
10,506,Indian or Asian,133.12232
10,506,White,594.70984
10,506,Other,118.46945
10,560,Black African,22.15838
10,560,Coloured,1.5281
10,560,Indian or Asian,0
10,560,White,5.46645
10,560,Other,11.59375
10,561,Black African,153.98482
10,561,Coloured,4.72792
10,561,Indian or Asian,19.89752
10,561,White,218.27888
10,561,Other,40.34625
10,562,Black African,778.54561
10,562,Coloured,0
10,562,Indian or Asian,7.40532
10,562,White,55.07012
10,562,Other,92.08376
10,563,Black African,1988.33144
10,563,Coloured,8.09188
10,563,Indian or Asian,24.36653
10,563,White,657.44521
10,563,Other,51.18951
10,564,Black African,223.27768
10,564,Coloured,1.5281
10,564,Indian or Asian,71.0088
10,564,White,36.85101
10,564,Other,29.70137
10,565,Black African,57.6603
10,565,Coloured,1.21825
10,565,Indian or Asian,1.18295
10,565,White,8.69824
10,565,Other,21.72263
10,566,Black African,5095.39867
10,566,Coloured,81.55662
10,566,Indian or Asian,233.04885
10,566,White,654.182
10,566,Other,395.33352
10,567,Black African,470.86564
10,567,Coloured,0
10,567,Indian or Asian,2.5281
10,567,White,26.80493
10,567,Other,13.1332
10,568,Black African,726.6915
10,568,Coloured,1.41051
10,568,Indian or Asian,3.48699
10,568,White,42.61102
10,568,Other,22.72582
10,514,Black African,950.68183
10,514,Coloured,8.27386
10,514,Indian or Asian,122.7107
10,514,White,39.22421
10,514,Other,110.27363
10,569,Black African,21.90133
10,569,Coloured,1.21825
10,569,Indian or Asian,29.06894
10,569,White,0
10,569,Other,9.63735
10,570,Black African,332.83048
10,570,Coloured,0
10,570,Indian or Asian,44.70408
10,570,White,36.87985
10,570,Other,62.14822
10,571,Black African,434.13491
10,571,Coloured,1.5281
10,571,Indian or Asian,33.01964
10,571,White,26.98891
10,571,Other,57.07165
10,573,Black African,87.20373
10,573,Coloured,0
10,573,Indian or Asian,2.37747
10,573,White,4.34912
10,573,Other,36.96325
10,582,Black African,580.58212
10,582,Coloured,2.26218
10,582,Indian or Asian,24.3748
10,582,White,20.16154
10,582,Other,44.67984
10,583,Black African,638.36511
10,583,Coloured,5.94143
10,583,Indian or Asian,65.53099
10,583,White,9.01151
10,583,Other,52.42451
10,584,Black African,83.9843
10,584,Coloured,1.18198
10,584,Indian or Asian,3.65475
10,584,White,18.86677
10,584,Other,22.91262
10,585,Black African,52.02892
10,585,Coloured,0
10,585,Indian or Asian,1.12387
10,585,White,3.5355
10,585,Other,17.12394
10,586,Black African,690.41506
10,586,Coloured,8.16513
10,586,Indian or Asian,5.73751
10,586,White,49.64362
10,586,Other,51.10835
10,538,Black African,1909.42421
10,538,Coloured,23.31681
10,538,Indian or Asian,96.65246
10,538,White,267.28202
10,538,Other,137.12368
10,542,Black African,60.02755
10,542,Coloured,0
10,542,Indian or Asian,7.12109
10,542,White,0
10,542,Other,18.24161
10,587,Black African,348.16346
10,587,Coloured,0
10,587,Indian or Asian,1.21825
10,587,White,11.79736
10,587,Other,16.36055
10,588,Black African,47.30266
10,588,Coloured,0
10,588,Indian or Asian,2.4365
10,588,White,1.1047
10,588,Other,22.77398
10,589,Black African,600.31428
10,589,Coloured,3.54594
10,589,Indian or Asian,8.63732
10,589,White,90.2083
10,589,Other,156.25103
10,590,Black African,152.49202
10,590,Coloured,1.18198
10,590,Indian or Asian,1.12387
10,590,White,1.20522
10,590,Other,30.41919
10,594,Black African,190.75107
10,594,Coloured,0
10,594,Indian or Asian,4.873
10,594,White,11.5994
10,594,Other,24.43754
10,595,Black African,88.05175
10,595,Coloured,1.5281
10,595,Indian or Asian,0
10,595,White,28.9289
10,595,Other,11.4459
10,596,Black African,291.98714
10,596,Coloured,3.54594
10,596,Indian or Asian,34.24281
10,596,White,47.56359
10,596,Other,60.04518
10,597,Black African,171.8412
10,597,Coloured,0
10,597,Indian or Asian,21.70836
10,597,White,5.80255
10,597,Other,46.89452
10,598,Black African,236.81462
10,598,Coloured,1
10,598,Indian or Asian,57.96552
10,598,White,22.0311
10,598,Other,87.89402
10,574,Black African,189.17106
10,574,Coloured,0
10,574,Indian or Asian,42.62932
10,574,White,27.64193
10,574,Other,57.35858
10,575,Black African,135.94121
10,575,Coloured,0
10,575,Indian or Asian,12.32747
10,575,White,4.87463
10,575,Other,75.01016
10,576,Black African,115.93151
10,576,Coloured,2.4365
10,576,Indian or Asian,3.21825
10,576,White,5.92357
10,576,Other,37.80916
10,577,Black African,196.5723
10,577,Coloured,2.36396
10,577,Indian or Asian,42.13455
10,577,White,115.67743
10,577,Other,64.14698
10,524,Black African,1475.32451
10,524,Coloured,16.36396
10,524,Indian or Asian,371.89602
10,524,White,79.08238
10,524,Other,349.27685
10,525,Black African,50.43363
10,525,Coloured,1.18198
10,525,Indian or Asian,1.12109
10,525,White,6.3897
10,525,Other,13.33886
10,526,Black African,160.89234
10,526,Coloured,0
10,526,Indian or Asian,12.88203
10,526,White,2.4414
10,526,Other,33.45997
10,529,Black African,481.00903
10,529,Coloured,1.18198
10,529,Indian or Asian,45.99918
10,529,White,44.43797
10,529,Other,127.8918
10,578,Black African,349.15507
10,578,Coloured,0
10,578,Indian or Asian,38.93145
10,578,White,0
10,578,Other,67.62104
10,579,Black African,1628.13802
10,579,Coloured,2.28668
10,579,Indian or Asian,13.38857
10,579,White,22.94314
10,579,Other,37.04231
10,580,Black African,223.41547
10,580,Coloured,0
10,580,Indian or Asian,11.4463
10,580,White,6.04202
10,580,Other,36.19329
10,581,Black African,191.946
10,581,Coloured,0
10,581,Indian or Asian,13.38505
10,581,White,3.0562
10,581,Other,23.95295
10,546,Black African,25.37575
10,546,Coloured,0
10,546,Indian or Asian,0
10,546,White,0
10,546,Other,9.63774
10,591,Black African,847.6237
10,591,Coloured,1.22315
10,591,Indian or Asian,4.61364
10,591,White,10.95364
10,591,Other,52.99719
10,592,Black African,3971.76756
10,592,Coloured,22.27564
10,592,Indian or Asian,94.22932
10,592,White,705.27717
10,592,Other,477.0404
10,593,Black African,163.84605
10,593,Coloured,0
10,593,Indian or Asian,9.7558
10,593,White,1.21825
10,593,Other,58.22279
10,599,Black African,28625.94024
10,599,Coloured,358.88728
10,599,Indian or Asian,2351.17593
10,599,White,4933.10154
10,599,Other,3193.08448
10,960,Black African,2265.15445
10,960,Coloured,8.78801
10,960,Indian or Asian,225.09067
10,960,White,7.83612
10,960,Other,56.41743
10,961,Black African,4322.05278
10,961,Coloured,2.29002
10,961,Indian or Asian,58.60955
10,961,White,41.00516
10,961,Other,181.82823
10,962,Black African,5034.30926
10,962,Coloured,14.8998
10,962,Indian or Asian,342.46447
10,962,White,127.75649
10,962,Other,254.47215
10,963,Black African,1862.60851
10,963,Coloured,2.29002
10,963,Indian or Asian,99.97246
10,963,White,103.17694
10,963,Other,42.05067
10,964,Black African,693.8961
10,964,Coloured,3.98638
10,964,Indian or Asian,64.36479
10,964,White,83.84764
10,964,Other,77.27775
10,965,Black African,914.40119
10,965,Coloured,9.09766
10,965,Indian or Asian,35.94046
10,965,White,6.38478
10,965,Other,42.26443
10,966,Black African,8652.34118
10,966,Coloured,18.75798
10,966,Indian or Asian,773.79479
10,966,White,18.50824
10,966,Other,208.761
10,967,Black African,13015.57739
10,967,Coloured,32.22232
10,967,Indian or Asian,143.83762
10,967,White,95.90632
10,967,Other,156.48824
10,968,Black African,9671.58247
10,968,Coloured,18.58735
10,968,Indian or Asian,406.44492
10,968,White,201.30868
10,968,Other,242.74907
10,969,Black African,2120.64679
10,969,Coloured,0
10,969,Indian or Asian,64.45822
10,969,White,15.49551
10,969,Other,216.59164
10,970,Black African,472.69759
10,970,Coloured,0
10,970,Indian or Asian,37.32535
10,970,White,2.20884
10,970,Other,105.4695
10,973,Black African,2894.90705
10,973,Coloured,6.62652
10,973,Indian or Asian,38.01423
10,973,White,10.04933
10,973,Other,186.58293
10,974,Black African,11075.57899
10,974,Coloured,73.51872
10,974,Indian or Asian,509.72081
10,974,White,352.05489
10,974,Other,810.51417
10,976,Black African,1752.6946
10,976,Coloured,2.39416
10,976,Indian or Asian,61.90936
10,976,White,15.1956
10,976,Other,137.48162
10,977,Black African,3519.53277
10,977,Coloured,9.76971
10,977,Indian or Asian,44.54326
10,977,White,81.00931
10,977,Other,152.87212
10,978,Black African,3842.73778
10,978,Coloured,15.45857
10,978,Indian or Asian,52.78249
10,978,White,175.57503
10,978,Other,140.659
10,979,Black African,2416.95618
10,979,Coloured,1.59222
10,979,Indian or Asian,16.82361
10,979,White,32.96684
10,979,Other,128.05273
10,980,Black African,1772.83674
10,980,Coloured,0
10,980,Indian or Asian,75.46625
10,980,White,59.70916
10,980,Other,106.61184
10,981,Black African,1454.70746
10,981,Coloured,0
10,981,Indian or Asian,50.90788
10,981,White,57.90008
10,981,Other,91.86506
10,982,Black African,2473.18191
10,982,Coloured,7.1252
10,982,Indian or Asian,389.57985
10,982,White,63.1697
10,982,Other,273.7725
10,983,Black African,4372.78302
10,983,Coloured,1.14501
10,983,Indian or Asian,74.17647
10,983,White,21.13599
10,983,Other,164.85767
10,984,Black African,3457.48048
10,984,Coloured,7.07275
10,984,Indian or Asian,130.45006
10,984,White,22.94225
10,984,Other,194.36965
10,985,Black African,823.69618
10,985,Coloured,1.06383
10,985,Indian or Asian,110.00822
10,985,White,1.11211
10,985,Other,109.12788
10,986,Black African,425.09165
10,986,Coloured,0
10,986,Indian or Asian,23.83643
10,986,White,0
10,986,Other,70.28589
10,987,Black African,2814.71431
10,987,Coloured,9.56182
10,987,Indian or Asian,101.87603
10,987,White,37.39054
10,987,Other,133.91624
10,860,Black African,2116.19927
10,860,Coloured,3.40289
10,860,Indian or Asian,210.92793
10,860,White,26.68657
10,860,Other,179.74305
10,861,Black African,1195.17112
10,861,Coloured,18.06013
10,861,Indian or Asian,219.36339
10,861,White,58.82324
10,861,Other,178.39804
10,862,Black African,1209.23862
10,862,Coloured,6.56732
10,862,Indian or Asian,88.53415
10,862,White,73.59971
10,862,Other,193.39929
10,863,Black African,227.35703
10,863,Coloured,4.92549
10,863,Indian or Asian,154.64863
10,863,White,26.26928
10,863,Other,102.48772
10,864,Black African,687.29523
10,864,Coloured,8.20915
10,864,Indian or Asian,93.58431
10,864,White,16.34764
10,864,Other,171.6244
10,865,Black African,254.94943
10,865,Coloured,7.92549
10,865,Indian or Asian,18.20915
10,865,White,4.92549
10,865,Other,36.19477
10,866,Black African,4465.2685
10,866,Coloured,32.91111
10,866,Indian or Asian,316.03659
10,866,White,222.0846
10,866,Other,540.253
10,867,Black African,1589.4108
10,867,Coloured,22.56166
10,867,Indian or Asian,60.54626
10,867,White,81.96683
10,867,Other,109.31039
10,868,Black African,8376.68656
10,868,Coloured,38.76209
10,868,Indian or Asian,447.6209
10,868,White,387.20283
10,868,Other,816.5121
10,869,Black African,3931.47207
10,869,Coloured,33.69528
10,869,Indian or Asian,216.10181
10,869,White,319.8074
10,869,Other,393.19898
10,870,Black African,870.54045
10,870,Coloured,3.28366
10,870,Indian or Asian,39.40777
10,870,White,71.60458
10,870,Other,24.62745
10,871,Black African,1919.98502
10,871,Coloured,1.21175
10,871,Indian or Asian,368.27749
10,871,White,14.6154
10,871,Other,359.37057
10,872,Black African,1193.90093
10,872,Coloured,4.49541
10,872,Indian or Asian,333.44392
10,872,White,11.41432
10,872,Other,219.35521
10,873,Black African,2070.24811
10,873,Coloured,4.78417
10,873,Indian or Asian,45.7307
10,873,White,100.44763
10,873,Other,294.07708
10,874,Black African,10934.5213
10,874,Coloured,88.44287
10,874,Indian or Asian,539.36869
10,874,White,1077.16145
10,874,Other,424.17789
10,875,Black African,1989.7523
10,875,Coloured,13.80013
10,875,Indian or Asian,54.26464
10,875,White,82.10713
10,875,Other,58.67965
10,876,Black African,18131.56208
10,876,Coloured,33.10751
10,876,Indian or Asian,418.98012
10,876,White,88.73048
10,876,Other,130.2328
10,877,Black African,2078.83617
10,877,Coloured,8.39484
10,877,Indian or Asian,268.97007
10,877,White,31.49208
10,877,Other,160.50687
10,660,Black African,1142.67178
10,660,Coloured,2.43363
10,660,Indian or Asian,123.87556
10,660,White,4.82851
10,660,Other,143.37448
10,661,Black African,25046.69133
10,661,Coloured,55.3715
10,661,Indian or Asian,505.03122
10,661,White,443.08996
10,661,Other,768.43131
10,662,Black African,23951.59863
10,662,Coloured,69.11784
10,662,Indian or Asian,508.10297
10,662,White,360.45913
10,662,Other,984.31823
10,663,Black African,761.87219
10,663,Coloured,3.55674
10,663,Indian or Asian,43.31642
10,663,White,58.26653
10,663,Other,133.63521
10,664,Black African,2873.7835
10,664,Coloured,15.78083
10,664,Indian or Asian,530.5054
10,664,White,44.81353
10,664,Other,161.64377
10,665,Black African,155.30881
10,665,Coloured,2.55234
10,665,Indian or Asian,136.56356
10,665,White,6.25844
10,665,Other,51.94061
10,666,Black African,124.88198
10,666,Coloured,0
10,666,Indian or Asian,153.42081
10,666,White,25.90745
10,666,Other,96.43388
10,667,Black African,2866.86087
10,667,Coloured,38.53531
10,667,Indian or Asian,457.37939
10,667,White,55.57747
10,667,Other,202.85811
10,668,Black African,958.61157
10,668,Coloured,1.34509
10,668,Indian or Asian,238.31712
10,668,White,75.54234
10,668,Other,166.44859
10,669,Black African,974.72818
10,669,Coloured,11.89905
10,669,Indian or Asian,226.87317
10,669,White,98.66997
10,669,Other,168.23118
10,670,Black African,202.70959
10,670,Coloured,6.72545
10,670,Indian or Asian,69.44017
10,670,White,34.53574
10,670,Other,54.76833
10,671,Black African,77.91492
10,671,Coloured,12.399
10,671,Indian or Asian,70.21923
10,671,White,3.34509
10,671,Other,62.76833
10,672,Black African,350.12885
10,672,Coloured,2.42993
10,672,Indian or Asian,168.09565
10,672,White,2.62126
10,672,Other,108.84033
10,673,Black African,169.72885
10,673,Coloured,7.34509
10,673,Indian or Asian,88.05049
10,673,White,10.28219
10,673,Other,107.91702
10,674,Black African,206.5918
10,674,Coloured,0
10,674,Indian or Asian,118.70563
10,674,White,10.68318
10,674,Other,103.03029
10,675,Black African,242.71551
10,675,Coloured,0
10,675,Indian or Asian,31.7484
10,675,White,18.69782
10,675,Other,107.61789
10,676,Black African,1240.42232
10,676,Coloured,11.76072
10,676,Indian or Asian,169.99517
10,676,White,338.27824
