province_from,municipality_to,population_group,flow
4,461,White,3766.47164
4,461,Other,89.42642
4,462,Black African,29250.14026
4,462,Coloured,677.305
4,462,Indian or Asian,29.313
4,462,White,1886.77544
4,462,Other,24.14113
4,463,Black African,21810.69462
4,463,Coloured,452.99363
4,463,Indian or Asian,68.22146
4,463,White,1128.40479
4,463,Other,39.8444
4,464,Black African,52953.83917
4,464,Coloured,593.27234
4,464,Indian or Asian,69.6576
4,464,White,3506.87913
4,464,Other,50.98584
4,465,Black African,22702.1119
4,465,Coloured,1238.27244
4,465,Indian or Asian,43.85066
4,465,White,2274.37281
4,465,Other,37.86367
4,466,Black African,41969.25503
4,466,Coloured,504.44714
4,466,Indian or Asian,64.11682
4,466,White,2794.63237
4,466,Other,63.65226
4,467,Black African,326587.8933
4,467,Coloured,8057.9579
4,467,Indian or Asian,761.47646
4,467,White,34535.43719
4,467,Other,410.95726
4,468,Black African,74022.29869
4,468,Coloured,460.43457
4,468,Indian or Asian,81.02765
4,468,White,3940.0198
4,468,Other,60.1783
4,469,Black African,100142.8406
4,469,Coloured,984.53716
4,469,Indian or Asian,648.58763
4,469,White,5372.189
4,469,Other,130.64679
4,470,Black African,105899.0545
4,470,Coloured,1618.73884
4,470,Indian or Asian,292.19955
4,470,White,10781.74168
4,470,Other,92.4526
4,471,Black African,53512.31644
4,471,Coloured,123.60878
4,471,Indian or Asian,57.68075
4,471,White,4003.53173
4,471,Other,48.74774
4,472,Black African,318943.1297
4,472,Coloured,520.50184
4,472,Indian or Asian,399.62328
4,472,White,3349.50129
4,472,Other,117.64507
4,473,Black African,42006.63527
4,473,Coloured,116.33679
4,473,Indian or Asian,62.92813
4,473,White,2645.63665
4,473,Other,36.65429
4,474,Black African,42861.77843
4,474,Coloured,1896.2704
4,474,Indian or Asian,179.74482
4,474,White,2708.43524
4,474,Other,126.38609
4,475,Black African,126885.7234
4,475,Coloured,3862.26475
4,475,Indian or Asian,264.84125
4,475,White,12242.06394
4,475,Other,171.88714
4,477,Black African,100624.4003
4,477,Coloured,2950.88737
4,477,Indian or Asian,131.17887
4,477,White,9543.91463
4,477,Other,103.27227
4,478,Black African,109097.0936
4,478,Coloured,577.87083
4,478,Indian or Asian,208.50989
4,478,White,19306.09514
4,478,Other,140.94975
4,479,Black African,51039.41698
4,479,Coloured,302.77101
4,479,Indian or Asian,55.51479
4,479,White,3245.98923
4,479,Other,42.04801
4,499,Black African,577525.5881
4,499,Coloured,32814.9812
4,499,Indian or Asian,1579.16914
4,499,White,68506.45562
4,499,Other,1069.98606
4,760,Black African,9875.48916
4,760,Coloured,82.7917
4,760,Indian or Asian,63.60249
4,760,White,2240.50226
4,760,Other,51.84326
4,761,Black African,1569.35897
4,761,Coloured,22.45486
4,761,Indian or Asian,1.29801
4,761,White,436.79008
4,761,Other,3.91102
4,762,Black African,1003.25001
4,762,Coloured,11.63213
4,762,Indian or Asian,9.08607
4,762,White,421.24913
4,762,Other,1.76906
4,763,Black African,1330.91014
4,763,Coloured,39.67496
4,763,Indian or Asian,22.06617
4,763,White,710.82618
4,763,Other,29.33265
4,764,Black African,644.50912
4,764,Coloured,29.35136
4,764,Indian or Asian,3.06707
4,764,White,349.8884
4,764,Other,3.91102
4,765,Black African,993.79926
4,765,Coloured,16.02351
4,765,Indian or Asian,2.29801
4,765,White,124.16863
4,765,Other,3.91102
4,766,Black African,2010.14631
4,766,Coloured,32.76011
4,766,Indian or Asian,10.38408
4,766,White,532.13376
4,766,Other,12.77755
4,797,Black African,13656.28976
4,797,Coloured,274.39198
4,797,Indian or Asian,152.27115
4,797,White,3117.609
4,797,Other,43.15469
4,798,Black African,15854.21291
4,798,Coloured,419.10842
4,798,Indian or Asian,441.23733
4,798,White,2936.75624
4,798,Other,90.95346
4,799,Black African,9044.46891
4,799,Coloured,365.67443
4,799,Indian or Asian,91.8607
4,799,White,6166.11389
4,799,Other,91.72252
4,503,Black African,15.66333
4,503,Coloured,0
4,503,Indian or Asian,0
4,503,White,0
4,503,Other,0
4,504,Black African,23.31392
4,504,Coloured,0
4,504,Indian or Asian,0
4,504,White,2
4,504,Other,1.21825
4,505,Black African,8.4617
4,505,Coloured,0
4,505,Indian or Asian,0
4,505,White,5.99481
4,505,Other,0
4,506,Black African,99.9204
4,506,Coloured,15.71186
4,506,Indian or Asian,4.55456
4,506,White,437.56367
4,506,Other,2.93861
4,560,Black African,6.31133
4,560,Coloured,0
4,560,Indian or Asian,0
4,560,White,4.66968
4,560,Other,0
4,561,Black African,44.09392
4,561,Coloured,0
4,561,Indian or Asian,1.12109
4,561,White,55.25364
4,561,Other,2.4308
4,562,Black African,43.73861
4,562,Coloured,1.18198
4,562,Indian or Asian,0
4,562,White,5.46664
4,562,Other,3.0562
4,563,Black African,145.43954
4,563,Coloured,2.36396
4,563,Indian or Asian,7.91505
4,563,White,159.76904
4,563,Other,4.90232
4,564,Black African,21.41002
4,564,Coloured,1.18198
4,564,Indian or Asian,0
4,564,White,17.79464
4,564,Other,0
4,565,Black African,7.62513
4,565,Coloured,0
4,565,Indian or Asian,0
4,565,White,0
4,565,Other,0
4,566,Black African,385.88664
4,566,Coloured,26.00356
4,566,Indian or Asian,25.86902
4,566,White,227.7449
4,566,Other,11.00986
4,567,Black African,92.50856
4,567,Coloured,0
4,567,Indian or Asian,0
4,567,White,15.81057
4,567,Other,0
4,568,Black African,39.09957
4,568,Coloured,0
4,568,Indian or Asian,0
4,568,White,0
4,568,Other,0
4,514,Black African,568.87842
4,514,Coloured,11.45584
4,514,Indian or Asian,13.34559
4,514,White,88.22846
4,514,Other,1
4,569,Black African,17.57538
4,569,Coloured,0
4,569,Indian or Asian,0
4,569,White,0
4,569,Other,0
4,570,Black African,92.38837
4,570,Coloured,4.72792
4,570,Indian or Asian,6.85304
4,570,White,15.16948
4,570,Other,3.5355
4,571,Black African,238.63656
4,571,Coloured,4.72792
4,571,Indian or Asian,2.41051
4,571,White,35.45854
4,571,Other,1.21825
4,573,Black African,21.61787
4,573,Coloured,0
4,573,Indian or Asian,0
4,573,White,0
4,573,Other,0
4,582,Black African,2.34673
4,582,Coloured,0
4,582,Indian or Asian,0
4,582,White,0
4,582,Other,0
4,583,Black African,20.99808
4,583,Coloured,0
4,583,Indian or Asian,0
4,583,White,3
4,583,Other,1.22558
4,584,Black African,1.1047
4,584,Coloured,0
4,584,Indian or Asian,0
4,584,White,28.71839
4,584,Other,0
4,585,Black African,12.12736
4,585,Coloured,0
4,585,Indian or Asian,0
4,585,White,0
4,585,Other,0
4,586,Black African,26.93073
4,586,Coloured,3.54594
4,586,Indian or Asian,0
4,586,White,9.70284
4,586,Other,0
4,538,Black African,145.5577
4,538,Coloured,8.72792
4,538,Indian or Asian,3.18295
4,538,White,208.6912
4,538,Other,0
4,542,Black African,2.57978
4,542,Coloured,0
4,542,Indian or Asian,0
4,542,White,0
4,542,Other,0
4,587,Black African,9.57572
4,587,Coloured,1.21825
4,587,Indian or Asian,0
4,587,White,10.46152
4,587,Other,0
4,588,Black African,6.4011
4,588,Coloured,0
4,588,Indian or Asian,0
4,588,White,1.5281
4,588,Other,0
4,589,Black African,34.20412
4,589,Coloured,3.54594
4,589,Indian or Asian,0
4,589,White,32.74961
4,589,Other,0
4,590,Black African,2.74635
4,590,Coloured,0
4,590,Indian or Asian,0
4,590,White,5.487
4,590,Other,0
4,594,Black African,13.27888
4,594,Coloured,0
4,594,Indian or Asian,0
4,594,White,4.34912
4,594,Other,1.1047
4,595,Black African,19.55833
4,595,Coloured,0
4,595,Indian or Asian,1.5281
4,595,White,11.93335
4,595,Other,0
4,596,Black African,27.11008
4,596,Coloured,3.54594
4,596,Indian or Asian,0
4,596,White,12.74842
4,596,Other,0
4,597,Black African,11.40509
4,597,Coloured,0
4,597,Indian or Asian,0
4,597,White,1.5281
4,597,Other,1.5281
4,598,Black African,29.37655
4,598,Coloured,1
4,598,Indian or Asian,0
4,598,White,0
4,598,Other,0
4,574,Black African,81.79237
4,574,Coloured,1
4,574,Indian or Asian,7.07432
4,574,White,55.20839
4,574,Other,6.08718
4,575,Black African,24.68006
4,575,Coloured,0
4,575,Indian or Asian,0
4,575,White,1.08309
4,575,Other,0
4,576,Black African,6.6508
4,576,Coloured,0
4,576,Indian or Asian,1.21825
4,576,White,2.4463
4,576,Other,0
4,577,Black African,29.64118
4,577,Coloured,0
4,577,Indian or Asian,2.30682
4,577,White,38.88698
4,577,Other,0
4,524,Black African,714.19382
4,524,Coloured,5.9099
4,524,Indian or Asian,24.44374
4,524,White,209.66384
4,524,Other,1.22558
4,525,Black African,4.41773
4,525,Coloured,0
4,525,Indian or Asian,0
4,525,White,22.90861
4,525,Other,0
4,526,Black African,46.1362
4,526,Coloured,0
4,526,Indian or Asian,1.18295
4,526,White,15.53934
4,526,Other,0
4,529,Black African,77.96435
4,529,Coloured,1.18198
4,529,Indian or Asian,3.36883
4,529,White,51.0313
4,529,Other,6.26142
4,578,Black African,19.07513
4,578,Coloured,0
4,578,Indian or Asian,0
4,578,White,1.20522
4,578,Other,0
4,579,Black African,16.46834
4,579,Coloured,0
4,579,Indian or Asian,0
4,579,White,37.52423
4,579,Other,0
4,580,Black African,24.52756
4,580,Coloured,0
4,580,Indian or Asian,0
4,580,White,0
4,580,Other,0
4,581,Black African,12.32216
4,581,Coloured,0
4,581,Indian or Asian,0
4,581,White,4.5843
4,581,Other,0
4,546,Black African,2.4414
4,546,Coloured,0
4,546,Indian or Asian,0
4,546,White,0
4,546,Other,0
4,591,Black African,39.99156
4,591,Coloured,0
4,591,Indian or Asian,0
4,591,White,1.20522
4,591,Other,0
4,592,Black African,94.21921
4,592,Coloured,2.36396
4,592,Indian or Asian,9.97984
4,592,White,90.34561
4,592,Other,1.22558
4,593,Black African,15.2237
4,593,Coloured,0
4,593,Indian or Asian,0
4,593,White,0
4,593,Other,1.21825
4,599,Black African,1665.92347
4,599,Coloured,83.2701
4,599,Indian or Asian,269.98839
4,599,White,1241.99282
4,599,Other,35.31786
4,960,Black African,22.84644
4,960,Coloured,0
4,960,Indian or Asian,0
4,960,White,0
4,960,Other,0
4,961,Black African,30.5343
4,961,Coloured,0
4,961,Indian or Asian,0
4,961,White,31.90201
4,961,Other,0
4,962,Black African,70.83252
4,962,Coloured,3.50611
4,962,Indian or Asian,0
4,962,White,121.67536
4,962,Other,0
4,963,Black African,77.34916
4,963,Coloured,1.09766
4,963,Indian or Asian,1.14501
4,963,White,82.3065
4,963,Other,0
4,964,Black African,32.19666
4,964,Coloured,9.82183
4,964,Indian or Asian,0
4,964,White,55.12919
4,964,Other,0
4,965,Black African,12.17262
4,965,Coloured,0
4,965,Indian or Asian,0
4,965,White,7.44954
4,965,Other,0
4,966,Black African,98.23655
4,966,Coloured,0
4,966,Indian or Asian,0
4,966,White,0
4,966,Other,0
4,967,Black African,18.12788
4,967,Coloured,7.27098
4,967,Indian or Asian,0
4,967,White,55.45644
4,967,Other,0
4,968,Black African,104.41561
4,968,Coloured,0
4,968,Indian or Asian,1.06383
4,968,White,107.12585
4,968,Other,6.20253
4,969,Black African,24.78507
4,969,Coloured,0
4,969,Indian or Asian,0
4,969,White,10.99434
4,969,Other,0
4,970,Black African,23.73763
4,970,Coloured,0
4,970,Indian or Asian,0
4,970,White,0
4,970,Other,0
4,973,Black African,33.51259
4,973,Coloured,0
4,973,Indian or Asian,0
4,973,White,31.04138
4,973,Other,1.59222
4,974,Black African,479.01262
4,974,Coloured,26.12524
4,974,Indian or Asian,8.49675
4,974,White,371.70563
4,974,Other,2.67543
4,976,Black African,58.14909
4,976,Coloured,0
4,976,Indian or Asian,0
4,976,White,0
4,976,Other,0
4,977,Black African,703.40958
4,977,Coloured,9.96997
4,977,Indian or Asian,0
4,977,White,417.85993
4,977,Other,2.39371
4,978,Black African,252.6146
4,978,Coloured,7.25624
4,978,Indian or Asian,6.51016
4,978,White,150.6747
4,978,Other,0
4,979,Black African,44.47002
4,979,Coloured,2.69017
4,979,Indian or Asian,0
4,979,White,77.60476
4,979,Other,2.46882
4,980,Black African,70.68707
4,980,Coloured,0
4,980,Indian or Asian,0
4,980,White,111.31801
4,980,Other,0
4,981,Black African,105.08949
4,981,Coloured,5.89725
4,981,Indian or Asian,2.69017
4,981,White,129.84478
4,981,Other,0
4,982,Black African,163.90367
4,982,Coloured,7.31534
4,982,Indian or Asian,0
4,982,White,116.14605
4,982,Other,1.59222
4,983,Black African,55.32162
4,983,Coloured,1.06383
4,983,Indian or Asian,0
4,983,White,13.30652
4,983,Other,0
4,984,Black African,152.62394
4,984,Coloured,0
4,984,Indian or Asian,2.29002
4,984,White,36.84274
4,984,Other,2.29002
4,985,Black African,86.62626
4,985,Coloured,0
4,985,Indian or Asian,0
4,985,White,0
4,985,Other,0
4,986,Black African,36.91315
4,986,Coloured,0
4,986,Indian or Asian,0
4,986,White,43.39618
4,986,Other,0
4,987,Black African,321.20262
4,987,Coloured,4.07578
4,987,Indian or Asian,0
4,987,White,159.03195
4,987,Other,4.43799
4,860,Black African,104.39034
4,860,Coloured,2.57117
4,860,Indian or Asian,1.64183
4,860,White,34.91315
4,860,Other,0
4,861,Black African,145.26841
4,861,Coloured,11.85098
4,861,Indian or Asian,0
4,861,White,188.60232
4,861,Other,0
4,862,Black African,41.827
4,862,Coloured,9.85098
4,862,Indian or Asian,0
4,862,White,85.66754
4,862,Other,0
4,863,Black African,121.79953
4,863,Coloured,4.78417
4,863,Indian or Asian,0
4,863,White,54.25592
4,863,Other,4.57117
4,864,Black African,752.82086
4,864,Coloured,12.49281
4,864,Indian or Asian,6.56732
4,864,White,238.22615
4,864,Other,0
4,865,Black African,601.1144
4,865,Coloured,16.4183
4,865,Indian or Asian,3.28366
4,865,White,86.31424
4,865,Other,0
4,866,Black African,2299.48222
4,866,Coloured,22.27313
4,866,Indian or Asian,22.34379
4,866,White,702.58321
4,866,Other,1.64183
4,867,Black African,199.19486
4,867,Coloured,7.92651
4,867,Indian or Asian,0
4,867,White,194.61614
4,867,Other,2
4,868,Black African,1093.50004
4,868,Coloured,8.20915
4,868,Indian or Asian,38.76209
4,868,White,511.78046
4,868,Other,4.92549
4,869,Black African,417.70268
4,869,Coloured,13.13464
4,869,Indian or Asian,3.28366
4,869,White,615.86653
4,869,Other,0
4,870,Black African,38.66532
4,870,Coloured,0
4,870,Indian or Asian,0
4,870,White,52.75541
4,870,Other,0
4,871,Black African,214.72347
4,871,Coloured,9.00048
4,871,Indian or Asian,1.64183
4,871,White,1.57117
4,871,Other,3.28366
4,872,Black African,57.44701
4,872,Coloured,0
4,872,Indian or Asian,1.64183
4,872,White,0
4,872,Other,0
4,873,Black African,111.50411
4,873,Coloured,1.64183
4,873,Indian or Asian,1.64183
4,873,White,366.08744
4,873,Other,8.20915
4,874,Black African,285.18611
4,874,Coloured,39.10441
4,874,Indian or Asian,13.13464
4,874,White,614.48414
4,874,Other,6.85483
4,875,Black African,35.45191
4,875,Coloured,1.64183
4,875,Indian or Asian,0
4,875,White,137.64569
4,875,Other,0
4,876,Black African,80.75088
4,876,Coloured,6.56732
4,876,Indian or Asian,0
4,876,White,106.15367
4,876,Other,0
4,877,Black African,45.5628
4,877,Coloured,1
4,877,Indian or Asian,0
4,877,White,10
4,877,Other,0
4,660,Black African,131.82122
4,660,Coloured,2.08644
4,660,Indian or Asian,0
4,660,White,21.62586
4,660,Other,2.55234
4,661,Black African,1579.87162
4,661,Coloured,20.85158
4,661,Indian or Asian,8.64016
4,661,White,835.12401
4,661,Other,2.69018
4,662,Black African,3721.72371
4,662,Coloured,98.1563
4,662,Indian or Asian,8.07054
4,662,White,1470.99604
4,662,Other,7.31632
4,663,Black African,125.72937
4,663,Coloured,5.11348
4,663,Indian or Asian,0
4,663,White,150.94462
4,663,Other,0
4,664,Black African,324.98978
4,664,Coloured,10.63003
4,664,Indian or Asian,6.21235
4,664,White,24.50394
4,664,Other,1.15376
4,665,Black African,53.35138
4,665,Coloured,0
4,665,Indian or Asian,0
4,665,White,18.14572
4,665,Other,1.15746
4,666,Black African,120.22202
4,666,Coloured,1.34509
4,666,Indian or Asian,2.69018
4,666,White,97.85114
4,666,Other,1
4,667,Black African,646.39101
4,667,Coloured,10.84394
4,667,Indian or Asian,7.84281
4,667,White,57.34438
4,667,Other,1.34509
4,668,Black African,201.7205
4,668,Coloured,8.07054
4,668,Indian or Asian,4.03527
4,668,White,177.24339
4,668,Other,1.34509
4,669,Black African,70.83511
4,669,Coloured,5.38036
4,669,Indian or Asian,4.96152
4,669,White,96.65581
4,669,Other,5.31492
4,670,Black African,114.44713
4,670,Coloured,24.21162
4,670,Indian or Asian,0
4,670,White,128.1466
4,670,Other,2.69018
4,671,Black African,104.02294
4,671,Coloured,9.41563
4,671,Indian or Asian,2.69018
4,671,White,51.80693
4,671,Other,2.69018
4,672,Black African,221.55851
4,672,Coloured,14.59197
4,672,Indian or Asian,4.98597
4,672,White,19.43326
4,672,Other,5.71345
4,673,Black African,1135.33772
4,673,Coloured,51.25453
4,673,Indian or Asian,8.89749
4,673,White,324.36509
4,673,Other,2.69018
4,674,Black African,103.48968
4,674,Coloured,0
4,674,Indian or Asian,1.15746
4,674,White,57.97263
4,674,Other,0
4,675,Black African,158.59187
4,675,Coloured,2.17204
4,675,Indian or Asian,1.34509
4,675,White,87.60654
4,675,Other,6.59201
4,676,Black African,2172.84312
4,676,Coloured,102.36232
4,676,Indian or Asian,20.12445
4,676,White,1467.60097
4,676,Other,5.38036
4,677,Black African,5136.0854
4,677,Coloured,134.65011
4,677,Indian or Asian,14.4509
4,677,White,1680.22846
4,677,Other,25.55671
4,678,Black African,488.82526
4,678,Coloured,18.99101
4,678,Indian or Asian,10.76072
4,678,White,215.68429
4,678,Other,10.76072
4,363,Black African,3.39961
4,363,Coloured,1.13218
4,363,Indian or Asian,0
4,363,White,20.498
4,363,Other,1.24163
4,364,Black African,8.0817
4,364,Coloured,4.56072
4,364,Indian or Asian,0
4,364,White,22.78368
4,364,Other,2.64124
4,365,Black African,2.79922
4,365,Coloured,1.32653
4,365,Indian or Asian,0
4,365,White,5.36738
4,365,Other,0
4,366,Black African,6.85189
4,366,Coloured,10.09136
4,366,Indian or Asian,0
4,366,White,24.89152
4,366,Other,0
4,367,Black African,10.72294
4,367,Coloured,1.16418
4,367,Indian or Asian,6.84007
4,367,White,8.77631
4,367,Other,0
4,368,Black African,76.88305
4,368,Coloured,9.49254
4,368,Indian or Asian,0
4,368,White,6.96652
4,368,Other,0
4,369,Black African,50.02933
4,369,Coloured,14.71791
4,369,Indian or Asian,0
4,369,White,31.36619
4,369,Other,1.39961
4,370,Black African,163.76773
4,370,Coloured,54.95328
4,370,Indian or Asian,0
4,370,White,68.17643
4,370,Other,16.92177
4,371,Black African,109.67897
4,371,Coloured,46.24589
4,371,Indian or Asian,4.04085
4,371,White,58.35159
4,371,Other,1.39961
4,372,Black African,13.13312
4,372,Coloured,11.31762
4,372,Indian or Asian,0
4,372,White,22.31029
4,372,Other,0
4,373,Black African,30.71977
4,373,Coloured,23.58292
4,373,Indian or Asian,3.72489
4,373,White,43.7576
4,373,Other,8.32458
4,374,Black African,38.89819
4,374,Coloured,31.14303
4,374,Indian or Asian,0
4,374,White,107.05457
4,374,Other,3.89469
4,375,Black African,42.19642
4,375,Coloured,34.93245
4,375,Indian or Asian,5.1245
4,375,White,49.45276
4,375,Other,0
4,376,Black African,86.25798
4,376,Coloured,41.69127
4,376,Indian or Asian,6.36738
4,376,White,145.12037
4,376,Other,1.24163
4,377,Black African,6.63265
4,377,Coloured,0
4,377,Indian or Asian,0
4,377,White,1.32653
4,377,Other,0
4,378,Black African,256.39001
4,378,Coloured,32.28366
4,378,Indian or Asian,1.24163
4,378,White,51.01035
4,378,Other,6.54775
4,379,Black African,188.04564
4,379,Coloured,45.40641
4,379,Indian or Asian,6.68209
4,379,White,158.25333
4,379,Other,12.249
4,380,Black African,26.43604
4,380,Coloured,17.4994
4,380,Indian or Asian,3.72489
4,380,White,22.44372
4,380,Other,0
4,381,Black African,257.16739
4,381,Coloured,41.2343
4,381,Indian or Asian,0
4,381,White,78.25758
4,381,Other,1.24163
4,382,Black African,87.3642
4,382,Coloured,15.00634
4,382,Indian or Asian,3.88287
4,382,White,59.6242
4,382,Other,1.24163
4,383,Black African,1399.49512
4,383,Coloured,330.44605
4,383,Indian or Asian,24.97194
4,383,White,745.88513
4,383,Other,23.55442
4,384,Black African,92.31799
4,384,Coloured,32.11521
4,384,Indian or Asian,1.24163
4,384,White,35.81024
4,384,Other,18.35434
4,385,Black African,85.30611
4,385,Coloured,6.6929
4,385,Indian or Asian,0
4,385,White,46.73021
4,385,Other,2.64124
4,386,Black African,234.46355
4,386,Coloured,22.96593
4,386,Indian or Asian,2.79922
4,386,White,113.86418
4,386,Other,1.24163
4,360,Black African,88.92395
4,360,Coloured,18.96082
4,360,Indian or Asian,0
4,360,White,20.80982
4,360,Other,1
4,361,Black African,181.68826
4,361,Coloured,34.96801
4,361,Indian or Asian,0
4,361,White,164.31438
4,361,Other,1.07174
4,362,Black African,227.61456
4,362,Coloured,36.74176
4,362,Indian or Asian,6.52411
4,362,White,179.2862
4,362,Other,10.88092
4,160,Black African,42.66986
4,160,Coloured,8.1399
4,160,Indian or Asian,0
4,160,White,48.45858
4,160,Other,0
4,161,Black African,75.83071
4,161,Coloured,18.62878
4,161,Indian or Asian,0
4,161,White,22.31845
4,161,Other,1.53375
4,162,Black African,25.7009
4,162,Coloured,16.63657
4,162,Indian or Asian,0
4,162,White,79.22049
4,162,Other,3.45841
4,163,Black African,213.97147
4,163,Coloured,51.7176
4,163,Indian or Asian,2.21178
4,163,White,195.69492
4,163,Other,3.84932
4,164,Black African,64.60387
4,164,Coloured,12.96174
4,164,Indian or Asian,0
4,164,White,125.89668
4,164,Other,0
4,165,Black African,313.40984
4,165,Coloured,10.48888
4,165,Indian or Asian,0
4,165,White,49.3001
4,165,Other,6.52591
4,166,Black African,77.45074
4,166,Coloured,30.25641
4,166,Indian or Asian,1.26615
4,166,White,184.93457
4,166,Other,0
4,167,Black African,116.89524
4,167,Coloured,10.18844
4,167,Indian or Asian,5.52055
4,167,White,222.91361
4,167,Other,5.0675
4,168,Black African,143.63363
4,168,Coloured,15.69497
4,168,Indian or Asian,4.5323
4,168,White,137.9753
4,168,Other,6.135
4,169,Black African,29.84092
4,169,Coloured,10.4298
4,169,Indian or Asian,0
4,169,White,55.13179
4,169,Other,1.53375
4,170,Black African,28.88792
4,170,Coloured,0
4,170,Indian or Asian,0
4,170,White,58.5102
4,170,Other,0
4,171,Black African,46.32958
4,171,Coloured,7.08082
4,171,Indian or Asian,0
4,171,White,89.67819
4,171,Other,3.0675
4,172,Black African,97.19681
4,172,Coloured,3.54041
4,172,Indian or Asian,0
4,172,White,256.29783
4,172,Other,0
4,173,Black African,24.94564
4,173,Coloured,15.34932
4,173,Indian or Asian,0
4,173,White,65.00752
4,173,Other,1.53375
4,174,Black African,4.72554
4,174,Coloured,0
4,174,Indian or Asian,0
4,174,White,37.37505
4,174,Other,0
4,175,Black African,36.37584
4,175,Coloured,11.75021
4,175,Indian or Asian,0
4,175,White,173.92036
4,175,Other,0
4,176,Black African,344.14367
4,176,Coloured,29.24308
4,176,Indian or Asian,2.47793
4,176,White,823.02987
4,176,Other,6.0675
4,177,Black African,203.6268
4,177,Coloured,44.11898
4,177,Indian or Asian,5.4811
4,177,White,786.33942
4,177,Other,5.60125
4,178,Black African,41.55807
4,178,Coloured,9.45521
4,178,Indian or Asian,0
4,178,White,125.95574
4,178,Other,0
4,179,Black African,63.37554
4,179,Coloured,8.08929
4,179,Indian or Asian,0
4,179,White,105.05998
4,179,Other,9.2025
4,180,Black African,53.21208
4,180,Coloured,5.47354
4,180,Indian or Asian,0
4,180,White,162.59734
4,180,Other,6.135
4,181,Black African,19.31236
4,181,Coloured,0
4,181,Indian or Asian,0
4,181,White,4.91641
4,181,Other,0
4,182,Black African,9.83383
4,182,Coloured,0
4,182,Indian or Asian,0
4,182,White,7.23123
4,182,Other,0
4,183,Black African,40.38059
4,183,Coloured,23.89188
4,183,Indian or Asian,1.21178
4,183,White,55.07227
4,183,Other,10.73625
4,199,Black African,2630.14395
4,199,Coloured,400.25779
4,199,Indian or Asian,96.02237
4,199,White,3204.28188
4,199,Other,86.35625
5,261,Black African,38.78613
5,261,Coloured,7.06329
5,261,Indian or Asian,5.21853
5,261,White,67.59492
5,261,Other,1.12459
5,262,Black African,15.91347
5,262,Coloured,5.62295
5,262,Indian or Asian,0
5,262,White,31.905
5,262,Other,0
5,263,Black African,0
5,263,Coloured,0
5,263,Indian or Asian,0
5,263,White,6.181
5,263,Other,1.12459
5,264,Black African,113.91426
5,264,Coloured,3.37377
5,264,Indian or Asian,23.36721
5,264,White,185.9555
5,264,Other,6.74754
5,265,Black African,27.44582
5,265,Coloured,8.99672
5,265,Indian or Asian,10.99672
5,265,White,180.6363
5,265,Other,1.12459
5,266,Black African,37.54356
5,266,Coloured,0
5,266,Indian or Asian,16.60284
5,266,White,9.87052
5,266,Other,6.34312
5,267,Black African,3.37632
5,267,Coloured,0
5,267,Indian or Asian,0
5,267,White,13.1227
5,267,Other,2.24918
5,268,Black African,139.7488
5,268,Coloured,20.24262
5,268,Indian or Asian,3.37377
5,268,White,326.99728
5,268,Other,8.99672
5,269,Black African,21.79998
5,269,Coloured,6.24918
5,269,Indian or Asian,0
5,269,White,30.17422
5,269,Other,0
5,270,Black African,196.4496
5,270,Coloured,1.11
5,270,Indian or Asian,2.19894
5,270,White,19.11794
5,270,Other,9.35388
5,271,Black African,320.88334
5,271,Coloured,8.74754
5,271,Indian or Asian,9.49836
5,271,White,7.08406
5,271,Other,16.74754
5,272,Black African,38.71001
5,272,Coloured,0
5,272,Indian or Asian,0
5,272,White,66.46178
5,272,Other,3.12459
5,273,Black African,89.39007
5,273,Coloured,3.37377
5,273,Indian or Asian,0
5,273,White,36.48054
5,273,Other,1.12459
5,274,Black African,37.21238
5,274,Coloured,0
5,274,Indian or Asian,0
5,274,White,8.58842
5,274,Other,0
5,276,Black African,105.18533
5,276,Coloured,2
5,276,Indian or Asian,1.12459
5,276,White,13.03818
5,276,Other,4.57271
5,277,Black African,3.37632
5,277,Coloured,3.37377
5,277,Indian or Asian,0
5,277,White,22.76526
5,277,Other,0
5,278,Black African,25.57252
5,278,Coloured,3.37377
5,278,Indian or Asian,0
5,278,White,44.55172
5,278,Other,0
5,279,Black African,8.16108
5,279,Coloured,0
5,279,Indian or Asian,0
5,279,White,6.50436
5,279,Other,0
5,280,Black African,21.14969
5,280,Coloured,0
5,280,Indian or Asian,0
5,280,White,5.09694
5,280,Other,0
5,281,Black African,285.15875
5,281,Coloured,25.86557
5,281,Indian or Asian,19.86885
5,281,White,75.06125
5,281,Other,5.49836
5,282,Black African,116.70419
5,282,Coloured,8.01382
5,282,Indian or Asian,0
5,282,White,0
5,282,Other,2.24918
5,283,Black African,56.11208
5,283,Coloured,8.6973
5,283,Indian or Asian,14.12459
5,283,White,15.72816
5,283,Other,1.12459
5,284,Black African,119.73376
5,284,Coloured,0
5,284,Indian or Asian,1.12459
5,284,White,0
5,284,Other,2.24918
5,285,Black African,86.00715
5,285,Coloured,0
5,285,Indian or Asian,3.44812
5,285,White,5.09694
5,285,Other,4.49836
5,286,Black African,367.11728
5,286,Coloured,25.86557
5,286,Indian or Asian,4.51674
5,286,White,23.84932
5,286,Other,2.32353
5,287,Black African,73.06612
5,287,Coloured,1.12459
5,287,Indian or Asian,1.14297
5,287,White,10.78646
5,287,Other,2.26756
5,288,Black African,63.18347
5,288,Coloured,2.24918
5,288,Indian or Asian,5.62295
5,288,White,22.26244
5,288,Other,2.24918
5,289,Black African,15.77623
5,289,Coloured,4.49836
