geo,time,gender,age,population
zaf,2011,Male,6,521714.2727
zaf,2011,Male,7,482036.1614
zaf,2011,Male,8,451570.6395
zaf,2011,Male,9,438736.0534
zaf,2011,Male,10,459309.1018
zaf,2011,Male,11,475935.6232
zaf,2011,Male,12,462051.589
zaf,2011,Male,13,465672.3217
zaf,2011,Male,14,481306.5966
zaf,2011,Male,15,490136.0038
zaf,2011,Male,16,490430.7709
zaf,2011,Male,17,503050.6621
zaf,2011,Male,18,499923.4943
zaf,2011,Male,19,515031.5566
zaf,2011,Male,20,553960.2445
zaf,2011,Male,21,571582.0622
zaf,2011,Male,22,528921.2961
zaf,2011,Male,23,528249.9111
zaf,2011,Male,24,511932.7765
zaf,2011,Male,25,524081.499
zaf,2011,Male,26,530624.258
zaf,2011,Male,27,502707.1536
zaf,2011,Male,28,498031.3922
zaf,2011,Male,29,487237.4005
zaf,2011,Male,30,440207.9035
zaf,2011,Male,31,446589.0217
zaf,2011,Male,32,410686.395
zaf,2011,Male,33,366852.8879
zaf,2011,Male,34,371869.5776
zaf,2011,Male,35,366308.7196
zaf,2011,Male,36,361011.0185
zaf,2011,Male,37,330743.9652
zaf,2011,Male,38,323911.4475
zaf,2011,Male,39,327371.3557
zaf,2011,Male,40,292001.626
zaf,2011,Male,41,310159.4208
zaf,2011,Male,42,288153.3602
zaf,2011,Male,43,278663.0589
zaf,2011,Male,44,233350.1006
zaf,2011,Male,45,240184.1278
zaf,2011,Male,46,240813.9268
zaf,2011,Male,47,243429.0647
zaf,2011,Male,48,241762.0835
zaf,2011,Male,49,229550.801
zaf,2011,Male,50,206842.6369
zaf,2011,Male,51,219809.1963
zaf,2011,Male,52,198266.0907
zaf,2011,Male,53,203634.125
zaf,2011,Male,54,182796.667
zaf,2011,Male,55,173694.1036
zaf,2011,Male,56,166157.8599
zaf,2011,Male,57,158265.3522
zaf,2011,Male,58,155630.2259
zaf,2011,Male,59,158202.4163
zaf,2011,Male,60,130896.5706
zaf,2011,Male,61,137088.0235
zaf,2011,Male,62,121121.2551
zaf,2011,Male,63,117450.1923
zaf,2011,Male,64,105807.9243
zaf,2011,Male,65,94131.74796
zaf,2011,Male,66,81578.71761
zaf,2011,Male,67,77421.48937
zaf,2011,Male,68,72592.3741
zaf,2011,Male,69,75823.87282
zaf,2011,Male,70,65023.19443
zaf,2011,Male,71,73525.41951
zaf,2011,Male,72,56987.36493
zaf,2011,Male,73,52069.3052
zaf,2011,Male,74,45893.0344
zaf,2011,Male,75,43424.29285
zaf,2011,Male,76,34735.45003
zaf,2011,Male,77,30072.8649
zaf,2011,Male,78,29422.31816
zaf,2011,Male,79,27627.68259
zaf,2011,Male,80,23178.29689
zaf,2011,Male,81,26775.78612
zaf,2011,Male,82,19624.4132
zaf,2011,Male,83,17140.32006
zaf,2011,Male,84,13975.19572
zaf,2011,Male,85,12263.72449
zaf,2011,Male,86,10793.40082
zaf,2011,Male,87,8850.23754
zaf,2011,Male,88,6442.54793
zaf,2011,Male,89,6377.46266
zaf,2011,Male,90,5512.74545
zaf,2011,Male,91,5849.69829
zaf,2011,Male,92,3365.84224
zaf,2011,Male,93,3732.96571
zaf,2011,Male,94,1411.73038
zaf,2011,Male,95,1217.41578
zaf,2011,Male,96,1172.80148
zaf,2011,Male,97,1516.5529
zaf,2011,Male,98,876.46952
zaf,2011,Male,99,767.30159
zaf,2011,Male,100,495.08059
zaf,2011,Male,101,635.42128
zaf,2011,Male,102,446.82388
zaf,2011,Male,103,370.48898
zaf,2011,Male,104,387.13542
zaf,2011,Male,105,359.53801
zaf,2011,Male,106,377.87196
zaf,2011,Male,107,340.9663
zaf,2011,Male,108,378.24609
zaf,2011,Male,109,398.48603
zaf,2011,Male,110,443.12235
zaf,2011,Male,111,472.39758
zaf,2011,Male,112,36.06419
zaf,2011,Male,113,32.60303
zaf,2011,Male,114,35.97437
zaf,2011,Male,115,36.73577
zaf,2011,Male,116,28.95441
zaf,2011,Male,117,33.31216
zaf,2011,Male,118,15.06651
zaf,2011,Male,119,29.18351
zaf,2011,Male,120,38.87584
zaf,2011,Female,0,575027.8989
zaf,2011,Female,1,560847.7259
zaf,2011,Female,2,571402.598
zaf,2011,Female,3,563772.0216
zaf,2011,Female,4,546816.6322
zaf,2011,Female,5,524852.0309
zaf,2011,Female,6,514321.7431
zaf,2011,Female,7,472625.7913
zaf,2011,Female,8,446496.0403
zaf,2011,Female,9,436274.2083
zaf,2011,Female,10,454916.1112
zaf,2011,Female,11,464269.6173
zaf,2011,Female,12,435214.7256
zaf,2011,Female,13,439606.2725
zaf,2011,Female,14,456604.134
zaf,2011,Female,15,491099.8281
zaf,2011,Female,16,491057.589
zaf,2011,Female,17,502107.5951
zaf,2011,Female,18,501087.0583
zaf,2011,Female,19,519552.8906
zaf,2011,Female,20,545525.841
zaf,2011,Female,21,559672.3377
zaf,2011,Female,22,531145.0444
zaf,2011,Female,23,528529.0434
zaf,2011,Female,24,515023.5871
zaf,2011,Female,25,525708.4104
zaf,2011,Female,26,524397.2701
zaf,2011,Female,27,496139.5322
zaf,2011,Female,28,493349.1412
zaf,2011,Female,29,477040.7506
zaf,2011,Female,30,428725.6338
zaf,2011,Female,31,428790.8791
zaf,2011,Female,32,399221.4877
zaf,2011,Female,33,364696.3853
zaf,2011,Female,34,371369.8832
zaf,2011,Female,35,366043.753
zaf,2011,Female,36,362510.2966
zaf,2011,Female,37,343794.9548
zaf,2011,Female,38,342007.7793
zaf,2011,Female,39,344063.5649
zaf,2011,Female,40,306202.9496
zaf,2011,Female,41,332713.4316
zaf,2011,Female,42,321829.9201
zaf,2011,Female,43,315539.8801
zaf,2011,Female,44,270004.4257
zaf,2011,Female,45,284569.434
zaf,2011,Female,46,288610.7882
zaf,2011,Female,47,288579.7048
zaf,2011,Female,48,288537.0726
zaf,2011,Female,49,274246.2209
zaf,2011,Female,50,244637.0429
zaf,2011,Female,51,265474.4102
zaf,2011,Female,52,241293.7555
zaf,2011,Female,53,241277.691
zaf,2011,Female,54,214257.4755
zaf,2011,Female,55,210135.2964
zaf,2011,Female,56,201127.7498
zaf,2011,Female,57,192703.3317
zaf,2011,Female,58,191360.7193
zaf,2011,Female,59,190131.2886
zaf,2011,Female,60,160480.8513
zaf,2011,Female,61,174860.3567
zaf,2011,Female,62,153494.9624
zaf,2011,Female,63,148652.6194
zaf,2011,Female,64,135915.2176
zaf,2011,Female,65,124101.3291
zaf,2011,Female,66,113120.0596
zaf,2011,Female,67,107077.6966
zaf,2011,Female,68,104605.6919
zaf,2011,Female,69,107351.6773
zaf,2011,Female,70,92381.78189
zaf,2011,Female,71,118976.7771
zaf,2011,Female,72,89668.24248
zaf,2011,Female,73,81676.67635
zaf,2011,Female,74,72128.75354
zaf,2011,Female,75,77041.09031
zaf,2011,Female,76,64616.28916
zaf,2011,Female,77,61282.18361
zaf,2011,Female,78,58904.05279
zaf,2011,Female,79,54140.5671
zaf,2011,Female,80,47299.98061
zaf,2011,Female,81,63940.90019
zaf,2011,Female,82,43997.56414
zaf,2011,Female,83,36414.36545
zaf,2011,Female,84,30569.06386
zaf,2011,Female,85,27493.44778
zaf,2011,Female,86,24500.2013
zaf,2011,Female,87,21040.52622
zaf,2011,Female,88,15116.91199
zaf,2011,Female,89,13855.04721
zaf,2011,Female,90,14047.21412
zaf,2011,Female,91,16043.99016
zaf,2011,Female,92,9142.49573
zaf,2011,Female,93,10845.15429
zaf,2011,Female,94,3806.45285
zaf,2011,Female,95,3478.03483
zaf,2011,Female,96,2991.43923
zaf,2011,Female,97,3658.82573
zaf,2011,Female,98,1960.91126
zaf,2011,Female,99,1937.42408
zaf,2011,Female,100,1409.40439
zaf,2011,Female,101,1764.628
zaf,2011,Female,102,1062.35961
zaf,2011,Female,103,729.34827
zaf,2011,Female,104,629.50428
zaf,2011,Female,105,611.74059
zaf,2011,Female,106,558.9291
zaf,2011,Female,107,631.47742
zaf,2011,Female,108,543.80792
zaf,2011,Female,109,657.27082
zaf,2011,Female,110,660.26429
zaf,2011,Female,111,651.39861
zaf,2011,Female,112,62.2924
zaf,2011,Female,113,27.33944
zaf,2011,Female,114,26.56528
zaf,2011,Female,115,57.31031
zaf,2011,Female,116,27.24386
zaf,2011,Female,117,31.71207
zaf,2011,Female,118,21.45805
zaf,2011,Female,119,29.18602
zaf,2011,Female,120,18.53271
